"","R","P","microbe1","microbe2"
"cor343",-0.0365019299875856,0.845434348219483,"Bifidobacterium","Raoultella"
"cor344",-0.107040732100896,0.566551857721235,"Bifidobacterium","Salmonella"
"cor345",NA,NA,"Bifidobacterium","Proteus"
"cor346",-0.066933453567961,0.72052537603023,"Bifidobacterium","Haemophilus"
"cor347",-0.0933727204957226,0.617351706571156,"Bifidobacterium","Pseudomonas"
"cor348",-0.0961395970752638,0.606916454945525,"Bifidobacterium","Stenotrophomonas"
"cor349",-0.162078648143834,0.383693036116198,"Bifidobacterium","Cloacibacillus"
"cor352",1,0,"Rhodococcus","Rhodococcus"
"cor353",0.998834233567808,9.87648617077418e-40,"Rhodococcus","Microbacterium"
"cor354",0.997972484769507,3.00158027885151e-36,"Rhodococcus","Cutibacterium"
"cor355",-0.0364889293853974,0.845488741487726,"Rhodococcus","Propionibacterium"
"cor356",-0.0351149815896976,0.851241092192456,"Rhodococcus","Libanicoccus"
"cor357",-0.0355604258156217,0.849375300573289,"Rhodococcus","Olsenella"
"cor358",-0.0796532179179976,0.670149116947443,"Rhodococcus","Collinsella"
"cor359",-0.0376167976897225,0.840772470197317,"Rhodococcus","Raoultibacter"
"cor360",-0.143803116810714,0.440242581557544,"Rhodococcus","Adlercreutzia"
"cor361",-0.125328812326932,0.501722417808831,"Rhodococcus","DNF00809"
"cor362",0.0811489937608998,0.664311465075507,"Rhodococcus","Eggerthella"
"cor363",-0.0335070108055338,0.857982748188091,"Rhodococcus","Enterorhabdus"
"cor364",-0.0114598644892657,0.951211354899206,"Rhodococcus","Gordonibacter"
"cor365",-0.0570685397698474,0.760415429690215,"Rhodococcus","Senegalimassilia"
"cor366",-0.0791762184926894,0.6720147255749,"Rhodococcus","Slackia"
"cor367",0.14772025163421,0.42775578552167,"Rhodococcus","Bacteroides"
"cor368",-0.083462531299789,0.655320259700014,"Rhodococcus","Barnesiella"
"cor369",-0.0448377549810391,0.810712225060861,"Rhodococcus","Coprobacter"
"cor370",NA,NA,"Rhodococcus","Dysgonomonas"
"cor371",-0.0337192872800869,0.857092174752122,"Rhodococcus","Butyricimonas"
"cor372",-0.0900453305002595,0.62999836923754,"Rhodococcus","Odoribacter"
"cor373",-0.0240036632322177,0.898012171118505,"Rhodococcus","Sanguibacteroides"
"cor374",-0.0395929150116387,0.832522308620649,"Rhodococcus","Muribaculum"
"cor375",-0.0383552351407861,0.837687554329259,"Rhodococcus","Alloprevotella"
"cor376",-0.0541308534802473,0.772417190188305,"Rhodococcus","Paraprevotella"
"cor377",-0.0375074125872026,0.841229638460444,"Rhodococcus","Prevotella"
"cor378",-0.0354180865253368,0.849971417800221,"Rhodococcus","Prevotellaceae_NK3B31_group"
"cor379",-0.0438384221802752,0.814857643665167,"Rhodococcus","Prevotellaceae_UCG-001"
"cor380",-0.0351149815896976,0.851241092192456,"Rhodococcus","Prevotellaceae_UCG-003"
"cor381",-0.0351423266033456,0.851126531793609,"Rhodococcus","Prevotellaceae_UCG-004"
"cor382",-0.0274749031542024,0.88335705882255,"Rhodococcus","Alistipes"
"cor383",-0.0780853159085493,0.676288575256587,"Rhodococcus","Rikenellaceae_RC9_gut_group"
"cor384",-0.157932911188736,0.396136370070066,"Rhodococcus","Parabacteroides"
"cor385",0.998247178616311,3.64183443778406e-37,"Rhodococcus","Flavobacterium"
"cor386",0.998800700948758,1.48967539830558e-39,"Rhodococcus","Pedobacter"
"cor387",0.488963551369372,0.00524933389895187,"Rhodococcus","Bacillus"
"cor388",NA,NA,"Rhodococcus","Solibacillus"
"cor389",-0.0105943812817334,0.954892146237389,"Rhodococcus","Candidatus_Stoquefichus"
"cor390",-0.0561822509324547,0.764030704813106,"Rhodococcus","Catenibacterium"
"cor391",-0.0483308006581843,0.79626257066275,"Rhodococcus","Coprobacillus"
"cor392",0.751349883760841,1.11136487679288e-06,"Rhodococcus","Erysipelatoclostridium"
"cor393",-0.0918860966991957,0.622989037191857,"Rhodococcus","Erysipelotrichaceae_UCG-003"
"cor394",NA,NA,"Rhodococcus","Catenisphaera"
"cor395",0.315649759374354,0.0836700437617174,"Rhodococcus","Dielma"
"cor396",0.583904779644385,0.00056373503845741,"Rhodococcus","Faecalitalea"
"cor397",-0.057047233690943,0.76050228187718,"Rhodococcus","Holdemanella"
"cor398",-0.10370490417891,0.57877357732917,"Rhodococcus","Holdemania"
"cor399",-0.0571299853870661,0.760164968549797,"Rhodococcus","Merdibacter"
"cor400",0.307548155792734,0.0923636844720654,"Rhodococcus","Turicibacter"
"cor401",0.233712193726534,0.205730906948121,"Rhodococcus","Granulicatella"
"cor402",-0.0515114824135732,0.783162248439315,"Rhodococcus","Enterococcus"
"cor403",0.0109054596805893,0.953569060091472,"Rhodococcus","Lactobacillus"
"cor404",0.078832729661007,0.673359343187114,"Rhodococcus","Lactococcus"
"cor405",-0.0376778826778212,0.840517191393956,"Rhodococcus","Streptococcus"
"cor406",-0.033783123880171,0.85682439172268,"Rhodococcus","Gemella"
"cor407",0.700547925112821,1.14366718540278e-05,"Rhodococcus","Christensenella"
"cor408",-0.103929835139626,0.577945805437023,"Rhodococcus","Christensenellaceae_R-7_group"
"cor409",-0.0485169080959534,0.795494509969038,"Rhodococcus","Ruminiclostridium"
"cor410",-0.0593028527839322,0.751323534153677,"Rhodococcus","Clostridium_sensu_stricto_1"
"cor411",0.686531397720943,2.00449002270897e-05,"Rhodococcus","Anaerofustis"
"cor412",0.841028247206097,3.15555959405465e-09,"Rhodococcus","Eubacterium"
"cor413",-0.0438900150107796,0.814643505736589,"Rhodococcus","Defluviitaleaceae_UCG-011"
"cor414",-0.0351149815896975,0.851241092192457,"Rhodococcus","A2"
"cor415",-0.112640844513833,0.546302330947566,"Rhodococcus","Agathobacter"
"cor416",0.162753452044096,0.381689313295104,"Rhodococcus","Anaerostipes"
"cor417",0.331758978625812,0.0682613648078942,"Rhodococcus","Blautia"
"cor418",-0.0593432842209556,0.751159306786771,"Rhodococcus","CAG-56"
"cor419",-0.162201520577795,0.38332773254223,"Rhodococcus","Coprococcus"
"cor420",0.0587930040110602,0.753395388569724,"Rhodococcus","Dorea"
"cor421",0.137194552451388,0.46175057822041,"Rhodococcus","Eisenbergiella"
"cor422",-0.0545777399640431,0.770588054763347,"Rhodococcus","Epulopiscium"
"cor423",-0.0667953805211959,0.721079023763829,"Rhodococcus","Frisingicoccus"
"cor424",-0.125703532693291,0.500434166224962,"Rhodococcus","Fusicatenibacter"
"cor425",-0.124739268854726,0.503752570435126,"Rhodococcus","GCA-900066575"
"cor426",-0.077141084882245,0.679995805270219,"Rhodococcus","GCA-900066755"
"cor427",-0.0501735658176947,0.788665874414775,"Rhodococcus","Howardella"
"cor428",-0.0103667623964501,0.955860335165077,"Rhodococcus","Hungatella"
"cor429",-0.0162662293911031,0.930790472251132,"Rhodococcus","Lachnoclostridium"
"cor430",-0.134609938308547,0.47031092989259,"Rhodococcus","Lachnospira"
"cor431",-0.0440997102525168,0.81377329312695,"Rhodococcus","Lachnospiraceae_AC2044_group"
"cor432",-0.1183165484056,0.526132867215373,"Rhodococcus","Lachnospiraceae_FCS020_group"
"cor433",-0.0675553925891956,0.718033237816457,"Rhodococcus","Lachnospiraceae_ND3007_group"
"cor434",-0.0530796101364497,0.77672470723924,"Rhodococcus","Lachnospiraceae_NK4A136_group"
"cor435",-0.0858298797762553,0.646168670964257,"Rhodococcus","Lachnospiraceae_NK4B4_group"
"cor436",-0.0679315994417441,0.716527135979711,"Rhodococcus","Lachnospiraceae_UCG-001"
"cor437",-0.0668564381143645,0.720834176855582,"Rhodococcus","Lachnospiraceae_UCG-004"
"cor438",-0.0416421121572163,0.823985470740322,"Rhodococcus","Lachnospiraceae_UCG-010"
"cor439",-0.0448485985660388,0.810667271201528,"Rhodococcus","Lachnospiraceae_XPB1014_group"
"cor440",-0.0387707022449097,0.835952923304231,"Rhodococcus","Lactonifactor"
"cor441",-0.125259706486441,0.501960178315168,"Rhodococcus","Marvinbryantia"
"cor442",-0.122568819835296,0.511261963268045,"Rhodococcus","Moryella"
"cor443",-0.173319980005348,0.351113242529616,"Rhodococcus","Roseburia"
"cor444",-0.0583056034056657,0.755377595136069,"Rhodococcus","Sellimonas"
"cor445",0.292512120463484,0.110296571974573,"Rhodococcus","Shuttleworthia"
"cor446",-0.0655717853538654,0.725991440202259,"Rhodococcus","Tuzzerella"
"cor447",-0.0621569912966306,0.739756981115366,"Rhodococcus","Tyzzerella"
"cor448",-0.0630769849991552,0.736040370071649,"Rhodococcus","UC5-1-2E3"
"cor449",-0.0989116787035535,0.596537158789072,"Rhodococcus","Monoglobus"
"cor450",-0.105137371402351,0.573510979321153,"Rhodococcus","Butyricicoccus"
"cor451",-0.0448878730611321,0.810504457294928,"Rhodococcus","UCG-008"
"cor452",-0.0759702073771954,0.684603080432562,"Rhodococcus","UCG-009"
"cor453",-0.0938190465937396,0.615663362234368,"Rhodococcus","Acetanaerobacterium"
"cor454",-0.0366788685132617,0.844694123940453,"Rhodococcus","Ethanoligenens"
"cor455",-0.085983785834238,0.645575441828601,"Rhodococcus","Colidextribacter"
"cor456",-0.0126622303013241,0.946099496017372,"Rhodococcus","Flavonifractor"
"cor457",-0.0327670397401449,0.861088515470889,"Rhodococcus","Intestinimonas"
"cor458",-0.106781577568916,0.567497125729261,"Rhodococcus","NK4A214_group"
"cor459",-0.0454166146118303,0.808313297768027,"Rhodococcus","Oscillibacter"
"cor460",0.0246006784600852,0.895489169956833,"Rhodococcus","Oscillospira"
"cor461",-0.066205369466947,0.72344641777305,"Rhodococcus","Pseudoflavonifractor"
"cor462",-0.107892395981414,0.563450456542695,"Rhodococcus","UCG-002"
"cor463",-0.0469328270230436,0.80203790313983,"Rhodococcus","UCG-003"
"cor464",-0.0655229558664346,0.726187701086663,"Rhodococcus","UCG-005"
"cor465",-0.0784159275109984,0.674992280896975,"Rhodococcus","UCG-007"
"cor466",-0.0392711438172242,0.83386451608669,"Rhodococcus","Hydrogenoanaerobacterium"
"cor467",0.57072350840236,0.000800299803078093,"Rhodococcus","Anaerofilum"
"cor468",-0.127448826058095,0.4944559864068,"Rhodococcus","Anaerotruncus"
"cor469",-0.0567462460711742,0.761729534120132,"Rhodococcus","Angelakisella"
"cor470",-0.0359191514378584,0.847873319486832,"Rhodococcus","CAG-352"
"cor471",0.132538043723453,0.477232596011128,"Rhodococcus","Candidatus_Soleaferrea"
"cor472",-0.0981149192968425,0.599512559967883,"Rhodococcus","Caproiciproducens"
"cor473",-0.119305674470549,0.522655141787442,"Rhodococcus","DTU089"
"cor474",-0.109953248353419,0.555977955801268,"Rhodococcus","Faecalibacterium"
"cor475",-0.0391980990987506,0.834169272282047,"Rhodococcus","Fournierella"
"cor476",-0.103264694362802,0.580395124946732,"Rhodococcus","Harryflintia"
"cor477",-0.125547758274638,0.500969501407278,"Rhodococcus","Incertae_Sedis"
"cor478",-0.0936935484660159,0.616137897283875,"Rhodococcus","Negativibacillus"
"cor479",-0.0333144506680917,0.858790752899559,"Rhodococcus","Paludicola"
"cor480",-0.0342476461702605,0.854876276334094,"Rhodococcus","Phocea"
"cor481",-0.0753845954845207,0.686911588739754,"Rhodococcus","Pygmaiobacter"
"cor482",-0.0235493299485545,0.899932850757669,"Rhodococcus","Ruminococcus"
"cor483",-0.109265860546375,0.558465276064908,"Rhodococcus","Subdoligranulum"
"cor484",-0.0789663806361929,0.672836036734312,"Rhodococcus","UBA1819"
"cor485",-0.0484090850262693,0.795939470229609,"Rhodococcus","Peptococcus"
"cor486",0.515369451936835,0.00300648721260968,"Rhodococcus","Family_XIII_AD3011_group"
"cor487",-0.130737969162467,0.483288764630324,"Rhodococcus","Family_XIII_UCG-001"
"cor488",-0.0157892582515518,0.93281526953552,"Rhodococcus","Intestinibacter"
"cor489",-0.0561881575301221,0.764006594886348,"Rhodococcus","Paeniclostridium"
"cor490",0.126632341682712,0.497248191306223,"Rhodococcus","Romboutsia"
"cor491",-0.0816419605855226,0.662391732615843,"Rhodococcus","Terrisporobacter"
"cor492",0.997968938319331,3.07854527165091e-36,"Rhodococcus","Fenollaria"
"cor493",-0.0387508783248932,0.836035673736034,"Rhodococcus","Acidaminococcus"
"cor494",-0.107140244697849,0.566189074979602,"Rhodococcus","Phascolarctobacterium"
"cor495",-0.0442787061173698,0.813030651783045,"Rhodococcus","Succiniclasticum"
"cor496",NA,NA,"Rhodococcus","Megamonas"
"cor497",-0.048951739729775,0.793700703452474,"Rhodococcus","Mitsuokella"
"cor498",-0.0357390669280463,0.848627266703717,"Rhodococcus","Allisonella"
"cor499",-0.0151268036961435,0.935628145819724,"Rhodococcus","Dialister"
"cor500",-0.0478129056492177,0.79840089233758,"Rhodococcus","Megasphaera"
"cor501",-0.0609777404270495,0.74452936530359,"Rhodococcus","Veillonella"
"cor502",-0.0409769709818461,0.826754298390075,"Rhodococcus","Fusobacterium"
"cor503",-0.0351149815896975,0.851241092192456,"Rhodococcus","Sneathia"
"cor504",0.998906188022746,3.92284592615864e-40,"Rhodococcus","Brevundimonas"
"cor505",0.998912151634781,3.62401595941914e-40,"Rhodococcus","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"cor506",0.998710165830464,4.27696651923659e-39,"Rhodococcus","Mesorhizobium"
"cor507",0.998890278572179,4.8360570175373e-40,"Rhodococcus","Phyllobacterium"
"cor508",0.998828693463151,1.05789622270917e-39,"Rhodococcus","Paracoccus"
"cor509",0.996319555837015,1.68804827650306e-32,"Rhodococcus","Sphingomonas"
"cor510",-0.0351149815896975,0.851241092192457,"Rhodococcus","Succinivibrio"
"cor511",0.998701579530526,4.7086204803723e-39,"Rhodococcus","Achromobacter"
"cor512",-0.0452845091167133,0.808860623813502,"Rhodococcus","Parasutterella"
"cor513",-0.0833938813309823,0.655586384703232,"Rhodococcus","Sutterella"
"cor514",-0.0613974811456005,0.742829614792956,"Rhodococcus","Citrobacter"
"cor515",-0.0444105027057936,0.812483938682668,"Rhodococcus","Enterobacter"
"cor516",-0.0656500273550496,0.725676996815206,"Rhodococcus","Escherichia/Shigella"
"cor517",-0.0564475310533097,0.762948081523439,"Rhodococcus","Klebsiella"
"cor518",-0.0370068054166285,0.843322540142657,"Rhodococcus","Raoultella"
"cor519",-0.0408395912787366,0.82732643351755,"Rhodococcus","Salmonella"
"cor520",NA,NA,"Rhodococcus","Proteus"
"cor521",-0.0353845987025597,0.850111676685702,"Rhodococcus","Haemophilus"
"cor522",0.998856218690005,7.49495111770315e-40,"Rhodococcus","Pseudomonas"
"cor523",0.997871934379773,6.0516927876219e-36,"Rhodococcus","Stenotrophomonas"
"cor524",-0.0754773293681121,0.686545842620094,"Rhodococcus","Cloacibacillus"
"cor528",1,0,"Microbacterium","Microbacterium"
"cor529",0.999176790848698,6.37635701397083e-42,"Microbacterium","Cutibacterium"
"cor530",-0.0354794077590131,0.849714594373108,"Microbacterium","Propionibacterium"
"cor531",-0.0341505739768992,0.855283309215807,"Microbacterium","Libanicoccus"
"cor532",-0.0345302497229043,0.853691501539521,"Microbacterium","Olsenella"
"cor533",-0.114774004224915,0.538679456026207,"Microbacterium","Collinsella"
"cor534",-0.0322495620598422,0.863261657797217,"Microbacterium","Raoultibacter"
"cor535",-0.150412722728749,0.419287490346406,"Microbacterium","Adlercreutzia"
"cor536",-0.123935422474534,0.50652729908649,"Microbacterium","DNF00809"
"cor537",0.0873037523292569,0.640496445959428,"Microbacterium","Eggerthella"
"cor538",-0.0350888081244134,0.851350747240672,"Microbacterium","Enterorhabdus"
"cor539",-0.0168896609004308,0.928144575394135,"Microbacterium","Gordonibacter"
"cor540",-0.0555011935343172,0.766812135999132,"Microbacterium","Senegalimassilia"
"cor541",-0.0772701951343858,0.679488458929596,"Microbacterium","Slackia"
"cor542",0.150661138997287,0.418510913755088,"Microbacterium","Bacteroides"
"cor543",-0.0998987790490301,0.59285981454621,"Microbacterium","Barnesiella"
"cor544",-0.0785451442351152,0.674485883190736,"Microbacterium","Coprobacter"
"cor545",NA,NA,"Microbacterium","Dysgonomonas"
"cor546",-0.0730645872824376,0.696084199993362,"Microbacterium","Butyricimonas"
"cor547",-0.0842524825812287,0.65226096459754,"Microbacterium","Odoribacter"
"cor548",-0.0147286192547902,0.937319262066225,"Microbacterium","Sanguibacteroides"
"cor549",-0.0385055241909269,0.83705999062467,"Microbacterium","Muribaculum"
"cor550",-0.0373018363039974,0.842088968919552,"Microbacterium","Alloprevotella"
"cor551",-0.0647315391962787,0.72937101714712,"Microbacterium","Paraprevotella"
"cor552",-0.0385706812814221,0.836787943909369,"Microbacterium","Prevotella"
"cor553",-0.0344453543543535,0.854047380451983,"Microbacterium","Prevotellaceae_NK3B31_group"
"cor554",-0.0426315353925556,0.819870578226677,"Microbacterium","Prevotellaceae_UCG-001"
"cor555",-0.0341505739768992,0.855283309215807,"Microbacterium","Prevotellaceae_UCG-003"
"cor556",-0.0341771679794934,0.855171794417402,"Microbacterium","Prevotellaceae_UCG-004"
"cor557",-0.0214567743461773,0.908786067325316,"Microbacterium","Alistipes"
"cor558",-0.0815022083251086,0.66293574912056,"Microbacterium","Rikenellaceae_RC9_gut_group"
"cor559",-0.177356133531905,0.339833868249318,"Microbacterium","Parabacteroides"
"cor560",0.999438739490395,2.47330971677141e-44,"Microbacterium","Flavobacterium"
"cor561",0.999978100916993,9.29070666923232e-65,"Microbacterium","Pedobacter"
"cor562",0.491383026468996,0.00499696002212923,"Microbacterium","Bacillus"
"cor563",NA,NA,"Microbacterium","Solibacillus"
"cor564",-0.00653895220644293,0.972150302068602,"Microbacterium","Candidatus_Stoquefichus"
"cor565",-0.0762793369885203,0.683385600551568,"Microbacterium","Catenibacterium"
"cor566",-0.0386781688891895,0.836339197396582,"Microbacterium","Coprobacillus"
"cor567",0.753471822818296,9.96350839650489e-07,"Microbacterium","Erysipelatoclostridium"
"cor568",-0.08671300618971,0.642767577897732,"Microbacterium","Erysipelotrichaceae_UCG-003"
"cor569",NA,NA,"Microbacterium","Catenisphaera"
"cor570",0.324695838051732,0.0747198038673072,"Microbacterium","Dielma"
"cor571",0.582115712674727,0.000591710263485554,"Microbacterium","Faecalitalea"
"cor572",-0.0554765745503013,0.766912733215599,"Microbacterium","Holdemanella"
"cor573",-0.101759206340851,0.585955884249363,"Microbacterium","Holdemania"
"cor574",-0.0546782489016201,0.770176831185976,"Microbacterium","Merdibacter"
"cor575",0.312204189768704,0.0872873002012557,"Microbacterium","Turicibacter"
"cor576",0.236890960183101,0.199454515711878,"Microbacterium","Granulicatella"
"cor577",-0.0616580757220489,0.741774927212804,"Microbacterium","Enterococcus"
"cor578",0.0132363841731896,0.94365920957011,"Microbacterium","Lactobacillus"
"cor579",0.0785157761091789,0.674600964024763,"Microbacterium","Lactococcus"
"cor580",-0.0501687134933305,0.788685853203465,"Microbacterium","Streptococcus"
"cor581",-0.038187669368398,0.838387375962748,"Microbacterium","Gemella"
"cor582",0.680272731985034,2.55027688907882e-05,"Microbacterium","Christensenella"
"cor583",-0.100491093133332,0.590657943801562,"Microbacterium","Christensenellaceae_R-7_group"
"cor584",-0.0446289967220415,0.811577781759821,"Microbacterium","Ruminiclostridium"
"cor585",-0.0565775113566076,0.762417784635689,"Microbacterium","Clostridium_sensu_stricto_1"
"cor586",0.693401184352428,1.52842311933504e-05,"Microbacterium","Anaerofustis"
