pathway,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
FOLSYN-PWY,226283.9368,295269.7362,250447.19,202275.5212,261184.8752,178746.0592,227243.6672,249225.3016,342259.0278,271492.2012,259220.9317,3550.5817,281015.3379,39135.6225,7837.1068,16307.7461,15706.4604,24736.6325,14242.6453,64262.5257,68211.9982,116449.8603,141193.6064,444249.5695,194697.8791,45568.001,55954.8748,69028.9502,43901.2128,70103.5124,51330.3159,26647.165,56620.8517,33338.912,280888.4152,51756.2573,38127.1077,51150.4035,46774.9818,65264.7701,40664.7114,40225.9522,55654.3227,39551.1412,40454.0729,177084.262,56492.2062,24226.4974,32381.4289,48935.8994,48010.9521,83173.0374,42838.2228,38964.9088,28580.3092,55126.85,242577.8827,65566.7944,33296.5386,40368.8583,45497.9829,44760.0545,26414.1516,29822.603,202475.3311,206548.7376,240868.7468
FUC-RHAMCAT-PWY,75759.2874,160225.166,117096.2163,47097.1439,60967.2326,60484.5567,90434.6736,79675.7763,45537.8223,134236.2084,87433.7653,2014.6341,159623.1476,24453.2244,2922.2125,5627.2692,7442.806,8895.4053,5201.0973,24201.3475,20422.4369,33650.1793,60369.6543,151917.372,110989.8543,14065.87,16607.3451,10843.5036,5106.2639,27398.9889,21059.46,7343.7102,9736.1203,14912.8514,104533.2595,18331.9689,10187.372,19583.5215,16304.1384,13962.7345,11368.9185,10495.8905,20519.0389,17018.4984,18202.1688,61466.5939,17893.6791,7322.6389,7912.0476,14525.3117,13823.0509,17501.0029,8064.874,13124.6305,5680.1704,23414.913,77512.2996,7203.0317,7388.3137,12982.6527,9000.9093,13299.1466,8981.5135,6410.3362,73698.0699,96372.095,102712.1781
FUCCAT-PWY,122819.4827,202331.0597,119471.196,36040.5063,60533.2961,44949.1535,97178.1053,60189.3405,55900.0144,168857.297,108044.5398,3336.2383,208258.1604,38281.566,3202.2624,5660.995,9873.1224,8832.3751,6746.2713,17890.5482,19849.0443,26339.0919,58034.8929,143968.0926,144223.2836,9162.6806,14838.4837,5545.7549,5942.3491,17667.5836,23938.9863,4869.0598,5222.7165,18854.3426,90917.0234,16634.7668,8397.1984,23681.0301,18065.4646,8491.0704,7749.3859,6877.3187,19624.4507,22357.3619,14453.6402,71078.6634,13455.9151,5359.0612,12059.8652,9273.1225,8148.7919,9216.5564,5249.1348,20451.185,6271.5842,18267.9198,62470.2654,5473.7895,6354.0427,10468.3851,4804.5737,15972.0928,11073.0209,5555.3122,51685.5483,113191.6482,115408.1162
GALACT-GLUCUROCAT-PWY,91439.8654,195072.9918,119585.9308,79969.5605,75222.9949,103430.617,111637.0604,124601.189,97621.0803,161346.0206,140161.9006,2354.8796,197477.0865,19807.6975,4306.555,7880.1728,9165.6252,10314.6035,6867.7308,24352.602,34160.4293,66795.6133,75127.3021,168757.8792,145065.8174,27200.2267,18992.0302,31268.3734,7831.1491,48900.2131,37545.6455,10101.2223,32190.3834,20897.7468,113593.8604,27864.3943,30366.6133,28680.837,19869.6128,14461.6183,15538.824,9588.6201,22469.0648,24157.8764,25820.3241,83120.6426,24796.1789,11569.7584,14835.6204,16603.1842,20493.7042,27833.7875,16176.2624,14289.3041,10747.3196,19792.8822,126222.4681,14193.0575,11900.5477,13210.028,11855.7524,19439.8384,11277.9462,13004.5233,130160.6506,103123.4334,133511.0207
GALACTARDEG-PWY,2225.6523,2157.715,7559.1419,163.7742,2049.9004,4059.7295,3922.1025,1194.8153,12587.3675,4525.6338,2511.8936,0,10905.3518,156.7681,198.7799,166.9404,131.3468,249.6238,187.3104,221.2719,50.197,343.7632,99.5601,3929.455,7553.448,2472.1827,1557.3771,227.0119,20.6623,4830.4178,2521.2781,21.0993,10336.2458,704.8562,3220.8506,11467.0642,1008.5608,308.3922,675.0995,123.0645,250.6051,828.1209,1346.6264,247.5898,1810.0389,1337.6276,962.7856,146.1122,22.823,1334.587,116.8993,1581.9365,185.4136,99.2998,90.9434,519.2505,2592.2192,286.1812,121.1592,314.6798,121.7956,298.8426,58.007,267.5069,2907.2114,5177.9466,10787.6002
GALACTUROCAT-PWY,110664.8938,261306.1567,194895.3718,124565.5857,130851.398,113414.764,156032.9371,196391.8804,140276.292,272323.9834,193222.5537,3965.4713,259285.3333,23619.7497,5827.8031,10505.77,10733.18,14737.4092,8636.5136,40908.1372,46696.2114,91107.1439,105514.508,245381.3776,168279.0628,30510.1131,38894.5051,44150.6584,10359.215,54945.014,45426.0874,14072.9499,42856.0729,27021.693,165086.6329,35518.4236,32295.9722,34557.1646,26386.799,32749.265,22247.84,19823.0453,32316.7505,28237.3826,29332.5625,106436.9848,35878.4072,13914.1883,23609.6223,31862.375,32923.3863,59430.9521,21954.1558,17354.5829,14886.4972,35208.3081,194524.1206,23007.3993,21012.0643,21781.6311,21272.2193,24637.6746,18147.7925,23510.3425,151899.7596,138276.8764,160980.9456
GALLATE-DEGRADATION-I-PWY,30.9356,0,0,0,8.5636,0,0,0,0,260.8534,0,2,0,0,0,0,0,18.4588,0,0,0,0,0,0,0,0,0,0,0,123.1128,0,0,0,0,58.4146,0,125.4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,4.6052,0,0,0,99.8673,0,0,0
GALLATE-DEGRADATION-II-PWY,30.9356,0,0,0,8.5636,0,0,0,0,260.8534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.1128,0,0,0,0,58.4146,0,125.4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,4.6052,0,0,0,99.8673,0,0,0
GLCMANNANAUT-PWY,207944.4757,267423.0976,176771.7691,93775.8305,125997.8587,93185.5042,144740.2583,134135.8178,121301.9211,198822.0042,217853.3299,3052.802,274823.303,51635.9245,6064.0477,9380.6389,15260.2079,20100.8648,10940.8751,44218.386,40610.7085,45271.0882,80626.8157,262224.4058,218454.913,19313.897,49258.2937,31498.2625,17750.9354,32316.6204,39851.0315,13584.9211,27244.3554,33690.9312,199016.5048,37054.7644,19724.6872,35840.9697,31573.8987,28265.0029,18506.2424,26796.2218,39641.9833,38035.2279,28250.8879,149799.2407,29627.4232,6894.2845,27465.9532,30024.3069,27509.4207,33034.8803,12949.1609,35702.539,16254.6569,28583.0007,132383.7919,18369.6725,15673.6911,28624.0667,19208.0945,31270.4918,22565.6869,11678.8949,109737.0561,151008.2271,204026.7884
GLUCARDEG-PWY,4303.6371,6074.4625,18169.0338,932.7414,4568.144,5483.7946,7810.0514,1344.5763,12577.4604,4533.9401,6400.3648,0,23887.2467,1125.5826,244.6059,556.5511,255.8616,736.2541,311.8407,865.1451,449.8069,1687.1116,639.8766,7345.1079,10544.868,2804.8344,3280.5753,408.0661,211.1372,4922.9881,5648.9315,217.0319,10896.775,1536.7893,6097.4309,12615.7757,2459.522,645.4595,1136.6247,840.9853,402.3225,1184.9119,2077.595,528.5312,2669.2056,2541.9013,1835.7258,166.8699,217.6529,1325.5283,483.4936,1582.8063,408.317,518.5517,313.403,742.8557,2315.4825,595.6456,175.1467,578.3263,138.1872,1050.1598,40.5291,560.9683,4003.2092,15226.3983,10522.1591
GLUCARGALACTSUPER-PWY,2225.6523,2157.715,7559.1419,163.7742,2049.9004,4059.7295,3922.1025,1194.8153,12587.3675,4525.6338,2511.8936,0,10905.3518,156.7681,198.7799,166.9404,131.3468,249.6238,187.3104,221.2719,50.197,343.7632,99.5601,3929.455,7553.448,2472.1827,1557.3771,227.0119,20.6623,4830.4178,2521.2781,21.0993,10336.2458,704.8562,3220.8506,11467.0642,1008.5608,308.3922,675.0995,123.0645,250.6051,828.1209,1346.6264,247.5898,1810.0389,1337.6276,962.7856,146.1122,22.823,1334.587,116.8993,1581.9365,185.4136,99.2998,90.9434,519.2505,2592.2192,286.1812,121.1592,314.6798,121.7956,298.8426,58.007,267.5069,2907.2114,5177.9466,10787.6002
GLUCONEO-PWY,283250.4347,370520.1393,332369.0089,272898.7452,322255.1642,251192.7831,300529.3383,277024.0607,377809.2247,335000.1491,379896.0808,5361.7786,378233.1963,43412.8606,10768.9582,22673.4396,17557.5972,36854.7955,18180.1568,90887.4764,83239.7417,158403.8706,218360.2033,542183.055,307359.241,56191.8394,78005.8715,82794.0671,66763.2218,83469.235,72861.3068,39673.8213,68282.9208,43676.8237,353303.7524,70146.3192,53846.1603,62714.8244,64734.3771,75046.8513,54763.5919,61268.7723,79655.7557,55416.007,52831.6269,284627.8425,78687.5045,32818.7366,26942.9673,63974.7673,59330.8659,92489.2392,58980.1937,41205.3179,40106.3637,67058.1372,323672.8388,78356.903,42142.1501,64276.4823,54967.9433,64053.5957,35249.5095,35801.3164,253910.1225,276716.2302,307522.9067
GLUCOSE1PMETAB-PWY,4326.9128,261.4476,5883.0872,43.9968,707.6948,4079.5681,4307.7844,926.202,3666.8938,49984.2723,5302.8535,27.9526,165.4784,101.9511,44.4552,160.0435,165.7123,200.5859,179.867,0,633.123,17.9991,4,732.5868,111.9901,3484.7453,340.3833,2027.3133,547.9484,6509.2412,21.9974,45.9857,15988.5078,1821.3744,2224.0293,16970.1929,282.8411,11.9991,868.5351,64.9849,217.6179,1026.6034,1430.5977,73.962,2128.5017,157.966,1211.9657,6475.9944,413.0931,1321.65,432.538,1121.4154,363.0179,0,352.3263,288.1762,442.7238,385.8441,217.6509,413.3535,644.7786,73.7376,22.4976,204.1943,1416.8859,3873.6524,6778.2613
GLUCUROCAT-PWY,110203.4908,186215.6365,108368.9123,75798.5765,74492.1273,121845.274,104015.9079,110343.6008,94073.5188,147223.1945,140445.6333,2259.1927,189780.296,23956.6587,4135.5155,8062.7783,9500.956,10305.4844,7126.4641,23312.3006,33014.4378,63758.7032,72513.0343,155234.5096,155601.1182,29432.1659,16281.4003,29439.5995,9450.8903,50250.2767,37394.0671,11563.0469,31296.959,22347.7814,111390.8415,31773.4907,34226.3666,29156.2677,19371.0788,12365.4025,16028.9143,8656.1527,23455.1547,25278.8886,27243.4448,95224.335,26104.738,12520.745,18226.6147,14676.9308,19140.51,22641.9819,21297.4386,15479.053,12251.9131,17878.7972,112389.1329,14706.0562,10557.5143,12253.9897,10786.9555,20383.8364,10789.6714,11346.8175,132236.621,101528.5689,138673.4199
GLUTORN-PWY,261187.1638,364333.8438,251466.9344,191101.5181,200107.2579,188633.1552,228450.0879,189002.2312,140782.8991,257880.4441,271365.5301,3852.3796,330682.2509,61655.4168,6923.9494,18018.6979,16340.7045,26407.8591,16109.8517,56696.6886,54338.5022,109185.3136,146005.5635,362531.586,191297.989,40239.1363,61195.0718,45396.4875,17759.9392,53290.6695,56162.3281,24143.0675,46361.8826,40768.4246,262568.6311,43895.9691,35624.2247,47408.9449,55784.9892,30140.4404,40546.7633,45685.2997,60586.3218,40455.7556,38696.216,124399.5839,64528.5853,21129.4549,53166.3122,43869.641,37314.3689,66612.9464,47553.1995,51404.034,35768.1534,40221.4933,167639.1575,39571.6265,17241.4226,44816.4186,33155.9098,47192.5908,38230.386,23746.8581,135200.2573,226894.2919,218779.7836
GLYCOCAT-PWY,490538.3627,700988.9036,475388.1937,342134.3289,417851.7192,320170.9326,414520.4392,374639.9608,309920.5583,474722.6011,597557.8428,7423.9879,658099.7861,120502.4418,15308.5207,32115.2985,34598.3352,56386.9831,28102.1779,119815.1593,104730.9269,196186.0897,311892.1035,711498.8767,471934.684,64521.0755,107621.111,102161.8673,83299.737,103281.278,100105.7818,52912.3528,72414.5416,80707.422,503731.8804,86395.8775,69768.2918,90021.2049,94917.5646,94520.6651,71166.5526,77666.1876,117714.9669,81621.7536,70456.0893,414413.3024,106726.6309,43264.9244,91145.0368,78721.2957,75404.6613,103642.6275,73258.3793,88109.1287,54691.7589,86570.0158,431856.1849,95686.3579,54698.7505,87254.4967,65664.3243,93466.0256,64490.4958,44780.8815,335698.5442,400561.937,431862.3292
GLYCOGENSYNTH-PWY,500617.6332,617814.5668,424212.5293,325491.1557,404437.1937,286734.5839,371394.4214,310767.031,391906.6455,378196.3596,548040.0644,6513.7147,557410.5329,119364.6625,13851.9242,30423.6754,32176.3051,53597.4727,27170.1291,111623.9727,97675.3908,179726.8378,280074.8396,664778.7045,452893.4267,59638.5386,93286.1342,83124.7562,73111.7207,86680.5551,89614.3138,51274.7063,62767.0837,78365.3235,435505.4059,78653.2489,61458.3547,81701.7534,91039.7685,81105.4482,66420.8311,75603.2152,114888.4068,78150.4143,62032.5974,432847.6315,104932.9059,33172.8037,98593.6689,72864.8285,67619.4115,77503.2714,71774.155,91023.4963,60584.1802,78772.7394,380280.1706,92228.0729,48954.4531,82281.3479,58955.8905,89139.8408,67360.2665,40998.4275,288271.337,377106.786,410460.971
GLYCOL-GLYOXDEG-PWY,1712.6628,619.145,5455.1203,39.9305,534.4279,5279.8988,4094.2754,948.0368,2344.6504,6344.7351,547.1723,7.325,102.3125,62.2109,54.5395,134.4654,74.0993,194.2251,190.892,0,173.4209,84.5678,101.1168,973.353,382.3219,2840.1588,130.0413,594.4283,71.9825,5919.5816,17.9789,79.515,11428.2498,516.0045,2123.3415,965.8795,436.9783,0,730.4558,30.9628,253.712,954.1663,1412.8871,19.8895,1550.0398,159.5473,1308.9056,1491.7108,11.8032,1606.4845,21.9865,1086.2767,555.0633,11.9364,46.2334,250.7324,312.3702,447.5109,149.7312,394.4703,750.9722,195.9548,28.0512,194.6843,1337.4752,3153.6687,88.2408
GLYCOLYSIS,210855.9608,403527.9619,306224.6879,268401.0014,199086.4943,257483.5243,285476.2704,317348.8455,173874.9863,374888.0313,318143.6896,5687.701,412241.8677,38238.6108,10331.3421,19402.0116,16497.154,33121.9209,14300.3321,83107.7465,81949.7642,152707.2334,199007.0495,519357.5084,247183.2921,56717.521,72779.0151,97690.1069,25687.8962,91522.5347,70219.5163,36824.8546,75348.0787,37292.2237,340235.5528,63463.7228,55425.0102,62706.458,52236.2346,73345.5945,56033.4348,60553.4366,65101.4764,45593.9484,51745.6339,204218.5378,75104.1975,36917.7184,29452.6713,68795.9273,68244.2791,93421.9048,56992.5929,40581.744,33436.2466,60396.4067,319240.0755,62591.9952,46410.7325,62873.4828,60075.1047,55105.5263,38894.0749,35729.7536,273638.1366,243252.1044,272725.6669
GLYCOLYSIS-E-D,106141.4824,196287.4245,209586.4283,43490.0849,85118.8724,34034.7219,155823.6663,137055.9233,33310.4047,242194.4688,131630.2791,1730.9951,200625.836,18655.0564,4648.566,7696.4638,9363.716,9751.4426,8709.6683,32671.0022,15877.4991,39956.1526,79134.4056,211790.8713,94750.8411,13133.0127,24126.6724,14164.9291,6937.8585,40461.0084,42370.5766,8469.7063,33362.4248,20356.7492,136745.4397,35756.5985,5644.0144,28593.9239,28334.0561,13418.7459,8746.5271,11373.8372,17596.4859,18778.8063,18093.0537,54146.9629,22348.7634,18852.2904,15345.003,20062.3947,13050.3412,34692.9502,12490.4608,18450.4341,10323.749,23250.8624,128764.9696,7944.5483,15086.5039,13221.1104,25431.2587,6310.8325,10754.5424,7825.2081,92979.2618,151446.8318,94568.8646
GLYCOLYSIS-TCA-GLYOX-BYPASS,5719.0966,2025.0715,16080.6552,102.7465,1610.5476,14153.9962,12173.951,2874.4344,10409.5808,149647.9595,1690.3618,174.1711,359.3279,209.1326,158.6445,408.9964,213.8125,454.1992,667.7359,0,533.9172,278.3084,303.3365,3594.4578,1154.9726,7959.3218,395.599,710.6938,192.7534,16390.9815,53.949,86.5239,27529.4817,2549.1309,6422.1881,29635.9847,1471.6276,0,2525.0353,92.6354,744.64,2675.1911,4102.9489,59.8889,5516.6623,548.891,3504.1433,12777.7296,39.0899,4469.2921,65.8283,3109.449,1111.7267,31.7301,95.494,754.8515,1036.014,1336.1499,459.3444,1340.985,1933.1298,592.456,90.5918,687.9848,3989.0412,9402.2395,366.8974
GLYOXYLATE-BYPASS,1807.863,680.6255,5812.1633,39.996,547.3717,5598.3369,4316.6979,956.7838,3594.6139,61827.4129,550.6805,42.582,102.447,63.3796,55.4801,143.624,82.4564,208.6745,218.9725,0,179.6007,84.9733,101.3025,1070.5971,387.5458,3538.9015,130.8181,603.8015,79.4292,6830.9209,17.9964,79.8754,15395.6246,917.2993,2150.1359,15798.7946,514.0072,0,885.2674,30.9927,257.1626,984.7418,1532.0883,19.9937,2166.316,159.9091,1363.7556,6918.6906,11.9849,1697.4594,21.9957,1107.9797,577.3406,11.9928,47.4303,253.8754,324.815,476.2425,155.8087,473.5176,759.3774,205.2397,28.8609,203.8132,1354.1801,3340.0039,88.4764
GOLPDLCAT-PWY,3050.7452,3019.7546,4903.1904,559.1144,4732.442,3276.891,1605.7415,1347.8828,7816.8601,1772.5772,605.7429,266.6074,8725.0615,281.9241,121.5296,554.0316,224.8952,751.3759,183.0241,764.4698,203.8053,367.4656,8132.5737,3483.447,4802.0112,294.9322,1599.2603,944.7357,300.6273,1183.6595,680.4321,200.3623,666.3527,245.9954,5340.345,2551.6483,659.6525,512.5081,665.5201,1003.4789,553.1326,235.3881,970.1262,133.6808,483.9205,1746.8031,640.1302,283.2672,101.7333,814.7617,92.611,304.6695,153.0713,185.9952,640.8147,500.5856,3377.8065,497.8915,80.1947,1306.6348,148.5543,301.6992,379.1281,415.6675,771.1853,6521.5546,9552.6395
HCAMHPDEG-PWY,16.17,0,32.4629,0,4.33,0,0,0,8.4,626.3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5,0,0,0,0,33.0603,0,89.01,0,0,0,0,0,188.4,4.8,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,2.83,3,22.8,0,0,81.5,0,0,0
HEME-BIOSYNTHESIS-II,10245.1505,719.9114,8655.7517,370.8741,7651.7087,14706.7821,5911.448,2348.4728,2888.1256,65593.3582,4345.1568,294.0293,4233.2038,528.115,89.0661,282.8069,201.327,339.7076,395.6318,4560.2446,844.7893,1209.53,1806.288,1016.6968,7788.7634,2469.8717,873.2467,3046.71,670.1012,5976.3551,2099.7387,376.966,11449.9704,825.7735,1930.0027,12119.2822,247.7036,386.6645,782.6217,1083.0594,1413.7779,924.2864,2118.7981,244.2805,1537.853,3133.4797,5538.0732,4495.5612,524.3066,1112.7025,696.895,1160.4987,1923.1078,431.2775,1909.8905,203.4609,797.257,7012.2761,964.9225,647.768,1429.2054,123.4308,28.0917,662.0856,1109.8372,5780.8945,5615.9228
HEMESYN2-PWY,21214.8047,70235.1139,52698.5699,4368.611,9628.2392,38021.4862,31870.3627,19628.7079,18698.6414,97945.0898,27736.5423,1657.3903,86322.2574,4011.3436,823.9354,1280.4707,2480.6518,1443.4055,1681.7695,5178.0231,2981.3375,4925.7054,11788.8167,33140.7598,11478.4654,4219.8198,3276.1209,5792.4198,736.3835,10175.2199,9204.9848,1087.4536,17052.4079,4415.4202,13383.6023,17717.4654,1037.6042,4840.7855,5759.6476,1274.4976,3502.1213,6573.1378,3188.2152,3070.1202,3851.066,6921.5278,6772.3487,6676.8983,2759.6765,4016.7447,1780.5009,1787.7406,2228.596,4806.0215,2258.4192,3782.0675,20060.2213,7882.3758,1626.3609,2177.3709,1455.8033,1909.4583,5468.7906,1012.3155,14534.5957,33738.1896,15632.6216
HEXITOLDEGSUPER-PWY,61207.0028,116233.669,110605.099,38481.0113,51011.3103,26204.4344,100814.1509,49887.0182,22228.2799,112254.9058,99708.3527,988.1872,120041.4128,12565.6193,3236.6142,5196.6369,7231.4735,7348.269,6713.7531,16740.0308,15983.4676,26700.1755,51534.0734,123627.4067,10283.4257,10584.0715,20025.4346,9705.2906,7686.2824,28325.7415,18200.9244,5174.8959,26533.3015,15973.0718,117140.4838,28247.9487,4942.6403,23672.5182,13949.1309,5921.086,6519.0279,9441.7007,17263.15,13582.3298,14627.0851,62694.6066,16061.5099,4262.3326,11289.0617,15742.2135,5442.8277,10864.2627,4929.137,12912.9416,7143.0711,12729.4412,83888.3589,7816.619,13374.0495,10393.566,10539.6593,5531.105,12811.6128,6097.5193,69275.6575,73967.1932,98456.6883
HISDEG-PWY,54247.8815,117335.7754,131697.273,97504.682,100653.8135,83773.7826,119319.7457,169077.7846,250835.59,232801.8864,87871.6814,2168.5866,127519.7977,7269.6044,3904.361,6339.6059,4507.4615,8199.6844,5003.6199,29703.7671,31366.2079,68774.9458,66924.2266,246707.8105,69457.812,22983.4325,24143.5533,39499.8802,7197.6876,46804.4663,29312.4993,12469.1316,35874.6299,7264.516,95121.4485,27627.3568,20258.8105,24073.1355,16789.6783,44213.8656,16658.317,15635.2841,14747.3608,15725.7979,17031.3914,66342.1795,23395.5206,13230.8795,6159.2966,25775.7425,27822.0669,55263.7982,17245.6767,7844.5907,8505.271,24978.3898,147346.3141,34106.7552,18296.0362,19370.5117,27795.9846,14693.56,8355.9719,13350.7299,127109.8046,88524.641,77210.6484
HISTSYN-PWY,345259.5238,440855.2262,338303.3569,285944.9182,269190.4116,263045.1563,292450.8599,285329.9439,164982.3367,278600.9258,409900.1612,3888.495,382910.4147,83369.5923,10556.2641,24938.3457,22325.4286,42116.7956,19770.6335,89351.1638,80703.985,163017.1258,227211.4154,516787.1377,333216.7251,56000.3022,78939.6676,79845.3847,33783.958,83070.7038,69268.9647,39837.1377,63724.4202,57353.8424,339713.6037,62135.5775,55633.0084,59766.9325,71550.7509,59559.2299,59666.7263,63428.8445,91894.7909,57465.1873,52902.6626,320941.7794,85436.5628,33066.957,71659.0701,63579.513,60569.112,86613.487,64797.8162,64907.0866,45129.3579,62631.7469,329599.4396,54517.3987,39606.1494,69430.1427,55529.7628,69725.273,49575.7303,36741.5467,245366.6822,280900.1005,305979.8255
HOMOSER-METSYN-PWY,151551.7729,158296.1132,107208.7255,39226.2066,49311.1885,29796.3338,77682.1228,69283.9691,74662.3835,137074.0675,118431.7307,949.8513,134265.3676,17022.7465,2707.1872,4656.9208,7312.0235,8566.0399,7423.0639,14052.5502,16198.1332,29311.046,39635.1753,96953.5416,93894.9476,14204.6797,17368.5101,26726.7139,4710.1247,20532.1285,16390.0973,8934.319,48243.4704,24984.1277,110415.0355,41628.586,10802.8908,22727.3366,17547.5775,4749.5523,10917.1914,10135.1613,32948.8804,10443.7338,15194.1936,81572.2915,43797.675,13958.3862,23443.0213,16890.2068,14340.5433,20695.9404,8413.5038,18120.2109,17205.5171,12080.1572,100689.0438,8046.7608,9230.343,10484.6841,16984.3986,18654.3244,22678.2228,7212.3147,45014.4939,98931.9723,158857.7796
HSERMETANA-PWY,166600.9486,171093.6618,115021.1284,63736.657,50508.6203,90894.2713,82448.1597,72869.0709,84624.6454,160619.766,125432.9596,1012.6566,145071.6379,17711.3274,2856.7684,4837.8846,7817.7428,8913.6723,8023.4567,14510.7619,16872.0682,30381.9822,41011.5401,167004.5073,99185.5251,14936.0334,18075.8409,28295.5559,4768.7667,21538.4554,17279.3961,9315.367,54257.6689,27299.459,117497.7049,46678.4948,11262.3454,24741.5924,18434.5094,6900.6402,11350.5505,10472.1194,35267.264,10842.0249,16065.3095,85717.7187,48627.1249,18270.5869,24930.462,17861.2087,15027.5407,12010.9779,22546.0671,19309.1402,18239.3182,12540.8574,106931.6316,8181.9947,9550.8298,10809.2906,4391.2297,19682.7364,24765.1059,8191.2615,46715.8947,106823.4238,176658.7176
ILEUSYN-PWY,434774.7359,603165.4965,438292.498,345622.4009,399604.3732,309924.7866,369175.2623,354023.3475,473754.8231,435991.1775,514932.4283,6546.5146,557571.7147,110086.3154,13696.967,31136.4468,30028.6206,52392.2406,25958.9847,112702.4992,101564.5309,193657.5052,280779.5814,672945.9392,438580.5213,64837.9015,99879.3105,95683.9484,52631.8356,97970.2709,91320.4802,50976.7453,74825.1546,74364.5781,431176.1453,84209.6449,63512.146,77976.4228,90525.2508,82901.6285,69984.2338,79403.48,110673.25,72162.6574,65056.3689,423529.2575,101551.1564,39973.1179,90032.6459,78806.9279,71565.3425,101179.8524,75680.5793,85922.8841,56389.2396,83104.9754,400561.3019,77100.6771,49223.2886,87760.314,64631.5905,80476.9295,66100.4027,44426.5543,300797.721,363417.5528,395649.1706
KDO-NAGLIPASYN-PWY,6408.9609,311.7712,18247.9243,103.8918,3049.5253,12905.6747,14388.3643,3286.2609,13578.669,129.844,16205.1299,0,41.9516,203.2737,167.9609,378.611,198.2272,375.4266,471.0157,0,73.8403,47.9658,0,87.9652,0,9151.9489,511.441,6836.1283,29.9803,16992.0475,15.9881,150.3155,26333.5126,1932.7989,7469.7942,20983.5176,1055.6708,0,2356.8214,258.6304,687.0626,3157.734,4102.9498,95.2853,5453.7753,7.999,3910.9935,652.5853,966.9427,4337.7245,1484.8887,4230.0648,736.891,0,946.5793,986.7417,1192.5796,1495.4984,754.9782,1179.9501,342.6764,289.4332,83.1878,786.811,5094.7319,10935.1402,209.2666
