asv,A1,A2,A13,A14,A15,A17,A18,A19,A20,A21,A22,A23,A3,A24,A26,A28,A29,A30,A32,A37,A39,A42,A47,A4,A49,MWR072,MWR101,MWR102,MWR065,MWR091,MWR098,MWR084,MWR095,MWR063,A5,MWR080,MWR094,MWR115,MWR111,MWR092,MWR097,MWR073,MWR107,MWR112,MWR078,A6,MWR104,MWR070,MWR113,MWR082,MWR088,MWR118,MWR067,MWR108,MWR085,MWR090,A7,MWR077,MWR089,MWR068,MWR069,MWR106,MWR100,MWR081,A8,A9,A10
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.FD2005.NA,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Frisingicoccus.caecimuris,0,0,0,0,0,0,82,0,0,0,0,0,0,31,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,55,0,5,0,0,0,0,0,0,0,0,0,96,0,0,0,87,0,0,0,0,0,0,0,77,0,0,0,92,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Frisingicoccus.NA,0,0,54,0,35,335,0,55,0,0,0,0,0,0,0,5,4,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Fusicatenibacter.NA,182,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,57,0,0,340,0,6,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,16
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Fusicatenibacter.saccharivorans,1260,19328,1804,3717,2257,710,2767,2602,1320,18,8204,0,7300,3006,64,143,442,522,326,433,621,2513,2450,223,26635,11,784,147,98,24,0,192,0,2869,5555,1016,494,1239,563,357,323,57,2039,2225,1341,14936,334,245,687,57,346,831,216,172,506,992,5880,59,524,569,667,126,486,244,1842,136,16268
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.GCA-900066575.NA,74,20,17,34,0,84,68,40,74,0,86,0,94,0,0,0,7,6,0,24,0,27,0,0,265,0,0,0,20,0,0,0,0,52,0,17,26,0,0,0,32,18,0,0,22,23,8,8,0,0,0,0,0,0,0,0,19,0,6,3,0,11,16,8,48,204,13
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.GCA-900066755.NA,0,3,0,0,9,0,4,96,49,0,3,0,12,0,0,0,0,0,0,0,0,0,0,22,35,0,0,0,0,14,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Howardella.NA,107,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,102,0,0,0,0,0,0,0,0,0,0,158,16,0,0,0,0,0,0,0,0,0,111,0,0,4,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Hungatella.hathewayi,133,27,0,0,0,30,12,14,1859,87,0,0,0,0,0,0,0,0,0,0,0,82,0,46,222,0,16,0,0,0,0,0,96,0,55,12,0,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,14,10,0,0,0,0,32,0,0,26,105,28
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Hungatella.NA,0,0,0,65,0,0,44,8,332,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,121,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnoclostridium.NA,1081,357,2396,260,647,3505,1160,140,6139,928,1076,0,5377,32,28,89,57,112,126,46,0,140,31,205,975,70,564,154,135,37,780,9,160,658,4121,1367,190,92,23,52,223,113,65,86,54,415,12,8,38,14,78,342,0,24,39,574,1119,10,15,100,125,76,392,22,135,2061,2099
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnoclostridium.pacaense,0,0,0,0,0,0,0,0,0,0,15,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospira.NA,239,6,12,172,502,465,16,0,0,0,0,0,0,26,0,75,0,102,17,89,161,185,569,659,0,18,0,176,0,6,9,63,13,108,22,12,0,0,32,107,90,73,0,15,0,77,28,51,50,31,122,16,18,229,0,52,140,186,33,15,0,122,47,72,124,36,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospira.pectinoschiza,25,34,144,12,220,41,35,42,62,5,1357,0,21,9,0,0,0,17,0,30,65,42,299,151,0,11,25,0,31,3,0,29,0,0,35,0,26,0,8,45,0,13,0,5,2,0,20,35,39,0,110,6,41,56,9,0,65,7,0,14,14,20,63,17,228,341,157
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_AC2044_group.NA,0,0,0,16,0,0,352,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,27,33,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,5,0,0,12,0,0,14,0,17,0,14,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_FCS020_group.bacterium,588,0,0,74,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,53,115,6,0,76,0,0,0,63,47,34,0,0,0,0,0,0,77,0,0,0,22,74,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_FCS020_group.NA,225,812,121,83,139,5,254,0,7,0,0,0,61,0,0,13,7,8,0,9,15,165,87,334,63,58,0,0,29,0,0,16,6,0,73,20,0,0,74,45,0,6,76,0,12,119,5,0,89,32,3,0,31,5,41,0,196,13,130,2,2,3,12,0,313,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_ND3007_group.NA,1302,5,338,642,593,0,58,47,0,0,4014,0,241,0,7,21,7,3,0,29,32,374,0,171,5,4,0,56,191,12,0,7,7,170,460,0,0,0,107,51,18,0,77,0,0,11,5,85,431,0,7,0,11,25,0,0,16,0,32,26,121,0,34,23,109,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_NK4A136_group.bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_NK4A136_group.NA,55,6437,495,1070,629,27,59,784,14843,403,3985,0,489,45,113,20,16,71,12,16,0,39,110,189,3530,18,21,355,179,553,1884,246,0,70,13,0,1152,0,311,249,76,44,260,1221,5,2184,69,115,283,0,610,0,149,86,119,0,921,46,30,313,0,0,726,23,496,0,68
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_NK4B4_group.NA,0,0,0,244,0,70,255,0,0,0,0,0,0,0,0,119,0,26,0,0,280,0,101,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,0,21,0,0,0,0,37,14,0,0,0,0,12,0,0,0,0,25,0,76,0,0,0,8,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG-001.NA,0,13,0,8,193,21,57,0,0,0,998,0,0,0,0,0,0,62,11,25,110,0,177,44,84,0,46,0,9,21,0,0,0,62,0,0,0,0,0,0,38,0,0,0,0,169,15,0,27,11,33,0,0,43,77,0,5,137,0,0,0,0,0,89,0,0,16
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG-002.NA,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG-003.NA,4,0,34,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG-004.NA,0,10,0,32,0,0,0,11,328,0,0,0,0,0,0,0,0,0,40,0,0,0,24,7,0,0,0,0,0,0,21,0,0,10,37,0,0,0,0,0,0,0,0,11,0,70,0,7,0,0,0,0,0,0,0,17,40,0,0,0,19,9,0,0,5,0,43
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG-007.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_UCG-010.NA,357,192,391,85,60,91,284,351,113,74,17,0,284,12,16,32,7,32,7,106,3,35,52,234,8,110,121,0,0,73,34,0,19,0,4,40,95,7,177,107,10,12,23,0,12,163,56,49,0,5,37,79,20,25,69,279,298,0,0,9,5,64,0,29,62,118,58
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae_XPB1014_group.NA,0,96,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lactonifactor.longoviformis,0,11,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1754,0,0,0,0,0,7,0,0,0,31,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,42
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lactonifactor.NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Marvinbryantia.NA,1082,0,0,399,561,59,949,0,9,0,0,0,252,0,14,36,0,30,25,58,948,131,630,98,28,50,0,12,70,0,0,3,31,53,786,13,0,0,149,133,61,9,294,124,0,7,188,10,38,55,115,0,191,28,118,53,391,90,20,14,0,0,0,13,113,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Moryella.NA,64,39,0,14,93,0,0,23,41,0,0,0,0,0,0,0,0,17,0,16,16,11,46,0,0,7,0,0,0,4,0,10,0,0,34,0,0,0,13,0,8,6,26,0,0,50,5,0,0,4,0,0,5,0,13,0,0,0,0,9,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.NA.NA,35417,49565,23626,8836,13222,14629,16012,15164,15911,16165,23856,410,23632,8205,826,1186,2167,2229,1834,8333,5179,3303,5474,37068,11365,1966,6966,2201,1751,2659,5628,1404,1584,3939,43560,2218,3001,3016,5578,2365,1611,2932,4371,2797,5288,11783,3512,758,2261,1793,1723,1832,1924,5778,2361,3126,10173,1330,806,2570,1676,3550,3685,844,9717,24019,37546
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Oribacterium.NA,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Oribacterium.sinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.hominis,112,87,0,0,141,126,448,651,2589,71,142,0,183,169,20,53,5,478,59,80,0,39,0,520,0,43,300,9,0,38,0,0,31,81,205,0,0,0,126,24,109,0,0,0,0,12,146,25,29,0,246,30,52,78,0,104,64,36,0,30,0,0,0,110,267,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.intestinalis,32,71,290,360,204,61,305,342,0,0,0,0,0,0,0,0,0,402,0,186,133,0,128,289,0,0,52,0,0,62,87,0,0,0,0,0,0,77,0,0,0,70,0,121,0,0,72,96,152,0,0,67,0,39,963,0,0,0,0,87,0,96,191,0,155,39,230
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.inulinivorans,116,328,675,158,903,18,16,0,0,0,570,0,86,0,0,0,0,86,28,76,87,0,201,110,0,0,35,0,74,0,0,30,0,112,2879,39,0,0,0,17,27,13,95,0,112,0,24,233,46,0,54,934,0,0,1171,572,282,50,31,54,0,0,272,23,0,0,46
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Roseburia.NA,0,539,155,1691,285,379,2201,610,5,6,348,0,107,713,39,43,15,323,61,160,569,249,973,182,276,191,229,0,15,0,0,67,92,67,0,0,0,0,151,10,297,71,89,9,36,523,511,755,24,68,1874,178,604,345,284,119,25,32,171,115,0,150,7,289,459,126,43
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Sellimonas.NA,0,0,0,7,0,1166,0,25,0,0,18,0,0,0,0,0,16,0,9,0,0,0,0,444,0,42,256,0,20,17,0,0,0,0,0,55,35,0,25,0,0,0,31,0,0,643,0,14,0,0,0,0,21,81,0,0,0,0,0,0,0,0,0,0,0,51,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Shuttleworthia.NA,54,39,114,9,74,186,125,0,0,105,65,0,0,0,0,0,0,0,0,0,0,0,23,0,0,42,144,0,3,35,0,0,0,0,0,68,0,0,0,0,196,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,28,0,0,0,0,103,56,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Shuttleworthia.satelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Tuzzerella.NA,0,97,821,15,78,47,313,498,0,0,11,0,653,0,5,0,0,0,9,0,0,0,0,297,0,0,120,0,0,115,1902,3,7,0,0,0,0,303,0,8,6,0,20,79,779,2166,0,0,0,0,0,214,0,0,0,0,16,6,0,0,0,654,0,0,177,429,312
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Tyzzerella.NA,0,34,0,0,4,0,213,0,0,0,269,0,509,0,0,2,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,226,0,0,16,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.UC5-1-2E3.NA,0,0,0,0,33,126,0,0,0,0,26,0,122,12,0,0,0,0,0,0,23,0,0,23,472,19,0,0,0,18,0,8,0,0,0,0,26,0,18,0,8,9,16,0,0,12,0,0,0,0,0,0,0,0,0,0,34,0,0,10,0,13,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Monoglobales.Monoglobaceae.Monoglobus.NA,936,557,359,1441,909,35,1003,137,6752,0,1165,0,408,945,38,63,203,336,466,289,1093,400,1336,4009,788,34,28,391,28,141,341,100,0,330,189,35,34,625,129,945,158,86,86,477,23,5674,192,123,646,27,171,811,557,53,153,0,1239,36,294,267,234,465,358,36,2991,394,3
Bacteria.Firmicutes.Clostridia.Monoglobales.Monoglobaceae.Monoglobus.pectinilyticus,0,789,5,337,0,0,0,0,3,219,71,36,0,50,9,4,0,5,19,0,0,81,91,0,10938,68,0,0,0,148,39,0,3,11,0,439,0,0,1492,121,87,0,20,206,323,610,0,29,145,43,0,0,0,613,0,0,15,0,0,103,0,423,0,0,250,93,0
Bacteria.Firmicutes.Clostridia.NA.NA.NA.NA,0,2,384,1606,3637,579,475,12,0,8,57,0,709,7,2,126,13,57,58,0,733,814,420,3151,3,59,0,14,228,53,0,0,76,0,28,14,242,0,32,236,121,178,46,8,0,14,214,37,12,443,14,8,184,3,17,0,0,241,0,99,0,19,0,15,0,309,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.Butyricicoccus.NA,6536,161,1779,980,1246,835,318,19,25,94,529,0,2262,472,40,45,146,145,113,298,76,74,595,692,874,17,29,578,45,167,1020,341,16,1347,661,303,195,721,41,658,213,4,126,1444,14,1363,195,135,1678,23,781,870,307,126,331,184,2071,482,102,42,45,740,38,453,2355,987,656
Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.NA.NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.UCG-008.NA,0,0,35,22,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,21,6,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,678,0,0,0,0,6,34,0,0,0,0,4,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.UCG-009.NA,0,0,2,228,194,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,51,6,30,11,22,0,0,3,0,0,32,0,0,0,0,0,0,0,59,32,2,41,0,0,0,7,10,0,22,9,0,9,0,6,0,5,12,0,0,0,0,0,0,0,0,54
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ethanoligenenaceae.Acetanaerobacterium.NA,17,0,0,12,0,11,4,8,15,0,19,0,8,0,0,0,0,0,0,0,0,0,9,30,87,2,0,0,0,9,0,0,0,8,0,17,4,13,0,4,0,5,0,7,11,0,0,2,0,10,8,8,0,3,0,0,0,0,0,14,0,11,0,0,9,18,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ethanoligenenaceae.Ethanoligenens.NA,0,0,0,0,0,0,1373,0,0,4,0,0,0,0,0,16,0,0,0,0,34,0,125,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,22,17,91,0,0,0,0,27,3,0,518,40,0,8,0,0,0,0,0,0,523,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Ethanoligenenaceae.NA.NA,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.NA.NA.NA,2255,2717,5304,6126,4813,9204,2158,668,149,189,2057,0,1143,282,225,174,107,369,398,936,2150,1247,1669,3015,1616,2879,878,36,329,2388,31,352,623,37,1009,1383,2420,9,5866,244,2516,637,964,265,1535,1476,1986,209,165,10,6199,21,490,0,4143,716,128,810,5,815,51,1062,7079,176,2752,4941,169
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Colidextribacter.massiliensis,37,422,136,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,98,0,0,0,0,8,0,0,0,0,0,15,8,0,0,0,0,0,14,0,22,0,0,0,0,0,56,0,0,0,0,0,15,149,0,0,0,20,0,9,0,0,0,0,0,77,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Colidextribacter.NA,15,0,156,754,609,391,1046,141,480,103,0,0,357,37,26,104,0,22,91,0,36,125,321,77,3065,166,345,18,22,217,0,18,0,15,66,230,278,379,271,75,295,398,363,6,70,174,39,28,11,311,3,172,204,123,67,0,1950,60,78,156,22,505,0,94,54,216,551
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Flavonifractor.NA,91,770,264,0,0,23,101,25,0,0,0,0,0,0,22,8,13,16,13,0,0,48,0,0,0,0,116,0,0,32,23,0,0,0,397,0,14,0,0,55,0,0,0,0,0,62,0,0,0,27,0,81,0,0,0,54,292,0,0,0,0,20,0,0,746,121,5295
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Flavonifractor.plautii,0,82,461,15,19,300,57,68,3564,630,39,147,1720,34,35,6,23,17,13,52,0,40,11,1010,1372,55,233,0,0,81,0,0,49,26,178,53,132,102,31,0,0,0,36,25,126,184,0,10,0,67,0,190,0,0,0,147,1193,0,27,22,7,28,11,10,309,290,2420
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas.butyriciproducens,0,177,0,133,105,0,12,78,0,0,0,0,338,0,7,17,0,0,21,0,13,0,11,34,0,0,0,0,0,67,6,0,13,0,0,0,213,0,0,9,7,18,0,0,20,173,0,0,0,6,0,0,0,0,0,0,165,0,0,7,0,132,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas.massiliensis,0,0,0,0,0,2244,0,0,224,139,0,0,29,0,6,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,30,0,0,0,82,0,0,5,41,0,0,0,0,0,0,0,0,61,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas.NA,0,0,45,191,603,3185,445,85,11,0,0,0,84,0,0,18,0,4,26,0,17,45,27,353,0,0,0,0,48,219,0,0,9,0,0,0,37,0,111,9,26,8,0,0,0,0,386,0,0,270,0,0,8,9,370,0,0,0,120,9,0,0,0,9,0,130,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.NA.NA,823,2796,2326,1632,288,2852,433,436,1890,474,315,119,1260,117,61,103,43,93,13,64,328,830,386,1626,3581,773,713,78,0,54,213,93,291,223,102,807,357,422,852,209,222,624,537,66,651,1241,46,109,136,521,314,133,345,129,7,14,827,129,27,351,0,365,0,128,713,1498,54
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.NK4A214_group.NA,0,888,1853,1301,1000,730,452,5,5,5,0,0,0,381,26,110,42,97,214,0,1323,378,1274,504,0,1110,0,18,131,38,0,116,12,3,0,0,369,6,1452,42,582,1189,1149,0,0,0,1779,199,96,1032,0,0,897,0,269,0,110,2122,15,416,0,0,0,651,0,695,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Oscillibacter.NA,0,11,107,69,208,296,6,5,9,10,0,0,25,0,0,6,0,4,8,0,6,11,9,93,2748,9,54,3,0,7,0,7,0,11,4,21,1078,5,8,38,471,8,49,0,5,4,55,14,3,11,6,0,37,15,0,0,6,67,0,43,0,0,0,0,0,353,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Oscillospira.NA,43,341,2400,102,278,431,489,629,715,357,212,0,339,107,79,82,19,50,17,64,113,126,48,602,650,110,185,21,5,167,16,29,27,54,860,33,497,72,53,179,43,47,32,14,57,176,40,42,0,94,59,91,97,47,30,0,112,117,0,29,8,144,8,27,280,1971,27
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Pseudoflavonifractor.capillosus,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Pseudoflavonifractor.NA,0,0,0,19,21,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,9,10,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,120,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG-002.NA,131,17184,5035,15229,12895,10,4651,963,171,40,430,0,217,403,99,1265,109,588,770,106,2810,9956,5321,4569,0,1485,0,389,310,1399,31,505,725,0,6,982,169,231,1498,121,3517,691,2892,121,0,397,1371,994,955,1261,461,7,2180,591,1070,0,1157,2253,122,1277,41,434,164,1163,63,3877,158
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG-003.NA,14,335,0,821,124,0,86,406,24,0,0,0,246,761,0,102,10,53,19,390,405,346,707,16680,0,0,0,21,9,11,5,113,0,0,0,0,0,0,288,31,142,0,63,0,0,5,154,324,21,46,0,0,107,5,99,68,592,172,0,0,0,0,0,117,0,0,6
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG-005.NA,64,121,62,5026,689,11140,719,225,233,0,113,0,198,239,20,183,18,69,69,48,230,371,625,424,670,528,6,13,111,92,0,99,40,0,119,97,103,0,305,194,408,300,1783,3,0,48,435,331,50,648,97,0,1512,314,118,0,88,1056,78,449,0,572,4,149,0,381,29
Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.UCG-007.NA,0,0,0,20,18,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,29,0,50,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,5,0,16,0,4,0,0,6,0,8,0,0,0,0,0,0,0
