pathway,SRR14660150,SRR14660161,SRR14660172,SRR14660183,SRR14660188,SRR14660189,SRR14660190,SRR14660191,SRR14660192,SRR14660193,SRR14660194,SRR14660195,SRR14660197,SRR14660198,SRR14660199,SRR14660200,SRR14660201,SRR14660202,SRR14660203,SRR14660204,SRR14660205,SRR14660206,SRR14660207,SRR14660208,SRR14660209,SRR14660210,SRR14660211,SRR14660212,SRR14660213,SRR14660214,SRR14660215,SRR14660217,SRR14660218,SRR14660219,SRR14660220,SRR14660221,SRR14660222,SRR14660223,SRR14660224,SRR14660226,SRR14660227,SRR14660228,SRR14660229,SRR14660230,SRR14660231,SRR14660232,SRR14660233,SRR14660234,SRR14660235,SRR14660238,SRR14660249,SRR14660250,SRR14660251
HSERMETANA-PWY,15430.9437,10996.8628,14011.5214,19102.3791,19350.4421,31774.0656,22258.3853,15784.4983,14285.2282,18883.754,15150.8472,19002.2821,11469.4121,10228.5001,16493.8814,19391.7389,17189.5767,14976.6754,21921.5202,19966.8948,24726.7216,17004.1475,17106.66,14757.6214,21234.6385,23014.6997,11860.0884,16342.858,4488.379,14206.9278,15840.5211,19705.7979,11555.6168,25675.6784,21643.1473,14878.5895,16460.9278,15839.6294,16321.9408,15971.3803,14755.637,14691.923,13340.1908,24289.2986,42434.0573,21308.8337,14744.4646,9705.1031,16717.0766,26626.2118,15703.219,11283.9653,25686.1212
ILEUSYN-PWY,48645.1008,60476.4711,51603.2753,51247.6457,58631.0847,72779.6457,78093.6379,54410.7077,58514.298,50136.2072,43598.7544,61904.9522,55119.0555,31644.4251,41736.2638,59470.8383,50166.05,45207.6157,63731.9471,54899.5461,66952.5698,51659.87,57297.5627,49633.1462,55742.1349,55912.3456,46163.4256,51375.4084,17617.5158,53701.0904,44091.6802,48113.1771,38596.0451,58933.2462,48930.7239,46329.6338,51164.156,56634.6259,46763.2763,53155.2232,61718.3012,48481.3568,54857.6904,62224.659,51251.7795,70168.7229,42085.1186,58180.8852,54808.4082,61795.0043,51074.433,53199.6511,58321.9334
KDO-NAGLIPASYN-PWY,1137.5896,22.131,7.1954,17.5396,1779.4499,72.4584,22.6139,5.3574,0,1113.3942,844.6525,5328.6036,3.4391,39.8472,114.795,397.6425,50.5608,2753.2004,571.4327,12532.7908,105.4612,0,0,3.9986,23.1623,599.878,15.9738,233.5191,277.1917,12.7892,54.4191,303.4758,1160.659,27.0715,501.3104,0,19.1185,0,336.4313,12.7895,446.1683,18.3665,351.329,422.9857,4618.3449,21.3138,460.9459,0,0,0,6.3953,18.6214,425.2266
KETOGLUCONMET-PWY,308.4867,1.1997,0.7996,4.3938,21.4938,17.5662,9.9774,0,0,281.0783,211.3472,1338.1336,0.8594,9.9381,7.5933,46.4522,28.2398,224.4908,117.7301,4345.7372,9.1882,0,0,0,4.795,0,0,54.428,0,13.1406,7.3305,27.839,303.8571,6.784,52.7082,0,4.7973,0,85.1674,3.1939,0,1.5992,82.859,20.6236,1395.7986,1.9995,125.0298,0,0,0,1.5971,0,111.393
L-arginine biosynthesis I (via L-ornithine),31034.8691,39759.4611,38941.6605,37852.5641,43592.7421,53879.1116,56373.1832,36375.4283,36169.0739,35441.0456,32399.586,43588.5104,38542.3488,20743.9661,29216.9371,36142.9168,33353.7955,28582.546,39315.0855,37578.0255,47272.7879,34790.4721,41366.8547,34137.003,36831.4722,33612.6222,30972.7989,37497.4826,12086.9935,35799.0842,27989.0245,33785.9418,25462.1925,40840.7256,39466.023,31419.7651,34514.9922,33540.9351,34189.7235,37517.6109,43331.1888,33446.0995,34004.3248,40544.0731,37986.3847,47512.8565,31403.1787,45755.9733,37971.1857,40475.3494,37699.2166,30551.4522,40046.9369
L-arginine biosynthesis II (acetyl cycle),31346.1621,38916.1336,39278.2146,38101.3835,45464.849,54780.9046,55735.598,36712.8767,35306.9859,35355.9021,32353.8619,42700.8445,37936.8313,20293.0629,29355.6231,35038.7425,32715.1814,29189.939,37165.592,36045.5517,50127.5124,33947.6504,40542.6007,34098.951,36315.626,32593.7424,31142.4396,37479.2876,11935.6151,35230.0099,27975.0966,32324.0837,24279.607,41435.5542,40490.7384,31036.636,34958.0291,33028.2752,34888.2119,36572.8227,43831.6156,32949.9016,32828.0541,39850.9239,38783.7633,47014.1897,31397.4649,46773.5102,37869.6864,40415.2775,37703.1976,29505.5957,41210.0877
L-arginine degradation II (AST pathway),163.87,0.6,0.4,2.2,10.8,8.8,0,0,0,148.6,110.8,1213.34,0.43,5,3.8,25.4,16.5853,517,64.06,2675.9992,4.6,0,0,0,2.4,0,0,27.53,4,1.6,6.34,14,183.94,3.4,105.86,0,2.4,0,44.3,1.6,0,0.8,42.6,10.4,884.8,1,64.6,0,0,0,0.8,8.2353,55.8
L-fucose degradation I,10633.375,9518.5287,9051.5496,14480.9782,14409.6909,14091.6842,11046.3129,6487.7086,9431.0349,7422.4366,16812.87,20789.1496,14039.1736,6430.3244,3805.3568,8789.9335,10234.3694,6274.3232,8261.7688,9702.7477,11000.6247,6688.9753,10412.9354,7803.492,6740.4281,3480.3127,5891.0475,7962.5961,3838.4259,10100.7352,5187.8998,12716.1799,6107.5837,12433.6554,9712.268,7652.9267,12102.8727,8304.9507,6435.8202,13765.1084,10104.2348,10902.0781,8025.5059,14220.852,10510.0963,17104.9443,17179.1833,9953.9942,13003.2593,8648.1524,11830.0384,8206.3922,18925.4076
L-lysine biosynthesis I,34982.1748,42491.338,40158.6679,39754.4238,47247.3193,57154.081,60335.266,40738.8198,38598.1557,35322.711,34714.7251,46376.5266,42617.6019,21970.7925,31989.8215,40223.0336,35289.3788,34522.0178,43146.9312,37282.5077,46709.985,37758.0913,44072.6104,37099.9343,40501.8285,39783.6015,34597.2744,39490.4023,13751.0901,38287.697,32527.1583,38053.5683,25458.4545,43885.5193,36255.2308,33157.1279,40158.9941,38892.4896,36256.9049,38540.6134,49328.3422,37198.9901,39204.6908,46566.0191,34853.4956,54545.8616,33431.9834,47805.8345,43143.485,46671.073,40572.1856,35417.2721,44821.7183
LACTOSECAT-PWY,332.7826,1497.9446,1039.0201,1037.6281,5124.4461,890.0756,396.2156,359.6464,422.5463,131.4678,1226.856,796.855,695.7568,521.34,1580.4937,444.9241,514.7358,11.968,1707.9431,825.1271,392.7716,2715.0048,47.5788,722.3111,3.998,504.4138,1642.0388,579.1699,241.3249,817.7823,226.03,1633.2768,158.5601,1266.3491,985.7793,349.6754,3787.9048,286.6456,43.6652,597.4153,3188.442,447.8294,1199.6294,1329.6097,2799.6537,589.5706,1443.984,362.8278,555.1939,813.7435,1510.1188,641.9041,766.9098
LEU-DEG2-PWY,0,28.568,0,21.9329,0.8201,327.1576,237.2748,109.5472,29.4135,0,0,25.5263,0,28.9963,11.9034,671.4504,24.7568,309.5676,5.9895,475.6827,83.3121,833.3204,61.9529,183.4523,136.7942,0,7.4539,289.1858,17.2113,321.5264,25.4237,0,774.1037,15.5544,0,60.7029,0,0,63.547,0,70.0138,0,0,29.8098,27.9043,50.2728,41.6352,15.5076,0,25.7588,0,13.9355,0
LPSSYN-PWY,5.3372,0,0,0,1785.0946,0,0,0,0,0,0,3033.6944,0,26.4763,112.7933,87.1035,0,100.199,212.9739,0,0,0,0,0,0,0,0,0,0,0,0,93.8735,75.4315,0,93.5659,0,0,0,0,0,0,0,0,43.7946,0,0,0,0,0,0,0,0,0
MET-SAM-PWY,19079.8195,13957.8687,16966.0317,22418.9985,23888.051,36041.865,28166.1162,19958.9254,18464.3066,16338.5737,18219.064,23402.3792,15328.2304,12472.796,20188.1163,23812.7699,20860.4265,18834.0394,26752.1284,24666.9307,29388.866,20962.3512,21552.9599,18598.7645,25431.9297,27570.4216,15455.5653,20438.8872,5850.5848,18283.8621,19221.2189,22690.2339,14553.9821,29448.4691,25761.0286,16045.1659,20107.4382,20408.4887,19856.1144,19698.2763,19280.5729,18337.4865,17491.2404,28983.0262,41629.3311,26518.9372,17389.336,13365.2232,20831.0867,30517.8973,19627.2069,15037.7411,28573.7945
METH-ACETATE-PWY,11928.7393,18837.6057,13768.9324,23942.442,12557.3258,21733.3922,17678.9149,10315.8589,16884.2874,9981.949,22818.1474,31709.305,21956.2563,10439.4268,3923.0752,15119.595,15320.9013,7539.0464,14992.4237,9589.4645,12516.4173,11167.0469,18855.6925,8349.7088,10947.844,5541.3144,10294.7499,8976.6732,3340.408,12762.2618,9530.4792,21783.4474,8338.3618,18310.8988,11983.238,10059.3124,20361.9266,14299.4223,10560.2999,21568.0691,16362.3401,18781.9393,15616.2023,21692.3637,5645.4611,26830.3587,26571.587,14270.887,22179.2537,15106.8525,24217.7248,11739.4952,24043.3327
METHANOGENESIS-PWY,0,0,0,0,545.7828,2382.0171,0,346.5221,0,2854.0884,0,0,0,770.5393,0,0,0,0,0,0,0,0,2659.9696,0,1059.6951,0,172.2445,0,139.8887,0,0,0,0,0,4800.5544,303.8809,339.1741,0,2065.2347,0,0,0,0,0,0,29.0163,9.676,0,0,0,0,0,61.8072
METHGLYUT-PWY,318.2794,1.4744,0.9995,5.0921,24.3446,20.9128,0,0,0,299.9238,277.3571,0,0,0,8.6842,3.4977,0,38.5712,27.7562,3748.339,11.0977,0,0,0,5.9151,0,30.1507,64.0611,0,3.9809,2.456,0,280.636,7.6164,23.8316,292.9373,15.9784,0,155.8232,3.9596,0,1.7033,79.5321,5.9947,1330.6028,2.4611,194.7213,0,0,0,1.8074,0,100.304
METHYLGALLATE-DEGRADATION-PWY,0,0,0,0,0,0,0,0,0,0,0,285.7191,0,0,0,14.2154,0,267.6765,6.5705,0,0,0,0,0,0,0,0,0,8.9358,0,0,0,39.2006,0,50.8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mixed acid fermentation,28495.0618,40543.3224,30629.9009,21709.2179,30452.7615,32697.5803,43900.2512,33606.8959,38169.3286,32263.453,28727.5909,39653.8441,34452.7996,21545.9334,23476.2185,39155.3551,32082.1931,21482.347,39266.9331,38694.1887,36582.1768,32150.1579,36301.1134,27456.8228,34482.8561,37280.5593,25534.5316,31212.6496,9267.8702,30923.818,23003.055,30388.9399,25536.3357,19219.7554,26558.9504,28600.2427,16335.617,38789.4766,18868.5716,35259.3266,29302.4461,30946.7455,36813.7072,42494.1652,30069.1431,34454.5355,11000.5376,31058.5295,30482.0934,33567.7497,29274.0451,36913.7908,23933.6674
NAD-BIOSYNTHESIS-II,7505.5834,2584.7655,975.6764,1410.1224,2812.4218,5015.3867,1106.8242,3080.2827,1698.7442,4248.9896,2565.7995,3054.2338,2012.2092,1650.2016,2463.0327,1414.107,156.2533,2781.7809,1413.6767,5887.8097,1361.3771,1130.1354,3741.6656,897.6059,3969.7274,1093.74,2449.8492,872.1015,887.6463,1701.2224,2702.0997,276.2918,1616.2451,3634.5024,6810.4331,777.0396,4173.8392,1150.0233,3269.5771,1335.4336,2599.738,1824.8402,2380.7819,1597.2718,3911.72,4592.6153,2312.7771,1861.5015,2067.8814,1000.2623,3318.0675,1610.2614,2639.9884
NADSYN-PWY,0,20.5582,0,27.407,0,0,0,0,0,0,0,0,0,34.2304,13.7046,20.5535,0,0,6.8554,0,13.7038,18.2709,75.2713,11.4222,170.4244,0,0,0,0,415.1394,29.6764,0,0,18.2687,0,0,0,0,0,0,81.965,0,0,34.2099,31.9115,56.3493,47.9319,18.2783,0,29.6822,0,0,0
NAGLIPASYN-PWY,8143.7248,15962.0756,10436.1964,4974.73,11471.896,8825.2002,18685.1993,10544.295,19120.0356,16482.5235,13606.3783,15143.111,11713.5041,9767.7934,13167.8628,16104.4626,15906.7133,13965.8343,22094.6105,28642.4816,14981.8058,15905.7806,12784.3113,10553.2236,13256.4333,18738.3822,9284.1281,12839.4533,4109.9217,14414.723,9255.4079,10665.1655,15452.5263,5460.6322,8515.9371,14840.6599,4199.0528,21583.3707,6092.6007,14692.8753,9066.8758,9487.7924,14800.958,18022.0948,12682.8352,9273.4029,4051.2206,9967.6464,8921.7037,9734.6887,8260.569,17978.2552,6967.0854
nitrate reduction I (denitrification),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0708,0,41.9586,0,28.5212,44.0129,23.1273,0,0.9937,0,5.2894,0,19.9341,0,0,0,0,0,0,0,13.95,0,0,0,0,0,0,2.7362,0,0,0,0,0,0,0,0,0,0
NONMEVIPP-PWY,37407.2252,51789.0734,43888.9401,40625.4283,51093.5838,56314.8036,67295.5283,46044.3672,48526.8732,42485.6587,36016.078,48016.307,46534.8429,25786.1068,37749.6346,49243.2325,41584.3029,40860.3212,54178.3333,48289.3025,54636.6414,43885.6219,48881.2868,41845.2332,47726.6915,50959.0748,39568.3891,45439.5234,15473.4839,45374.7732,38080.252,39010.1199,33364.6871,46616.3656,37382.4513,38675.146,39510.986,51339.3744,38472.869,41955.1511,52893.8802,39837.2853,47442.345,52294.8283,40171.606,57610.2041,29781.8036,52370.03,45098.1681,51519.9175,43661.8427,45065.4913,42982.6881
NONOXIPENT-PWY,60556.2275,79287.8426,67170.1516,66073.0729,80803.5835,86535.2691,95046.0404,68540.3326,68444.6986,62375.6282,60998.2738,80813.5424,69831.1958,38735.9138,56276.3337,73411.4605,63237.4322,57111.5722,85754.6159,63812.1589,74729.5576,69604.7076,71001.606,59079.4625,68774.2744,77132.948,57535.1644,62701.378,22030.1194,65217.489,55931.506,66370.4479,46376.5967,69650.8725,58207.0227,55258.3593,63827.6269,73540.8492,55603.5367,67103.4258,80560.7258,65409.6585,74463.3162,79875.9366,75071.425,88330.0146,55863.8461,78329.555,67298.0224,77973.9588,70358.2713,69119.2173,68272.3967
OANTIGEN-PWY,28818.2306,38194.787,33764.2427,29224.448,38505.5156,43905.1286,49374.2665,36584.7245,33820.5801,31800.9961,21773.4433,33580.1179,32962.5438,19236.0659,29191.4376,38418.7185,32386.5665,29452.379,37625.2437,34175.1977,40798.6306,32569.1799,38189.2001,31057.5208,37710.9018,37342.3402,31875.2778,34564.6855,11596.1106,34357.3689,30291.7537,30009.2397,24359.3777,37189.0151,34848.3501,27834.0379,32629.611,36161.1945,30995.6261,28817.3948,41096.3205,29971.5114,37599.7789,31198.7527,25983.565,46258.0216,23128.6953,40850.5029,34399.1132,42334.9377,31498.8746,32418.8747,31122.6933
ORNDEG-PWY,218.371,1.1996,0.7981,4.3314,22.222,17.5337,0,0,0,279.5852,216.3146,1500.7096,2.5761,0,7.5895,36.48,3.3378,484.2115,117.9778,3652.8442,9.1794,0,0,0,4.7935,0,0,54.3689,3.9506,3.1966,7.3321,0,298.0513,6.7745,131.5145,0,4.781,0,87.298,3.1964,0,1.5977,83.4181,20.7425,915.6505,1.9981,126.675,0,0,0,1.5987,0,107.8191
P101-PWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4627,0,0,0,0,0,0,4.986,0,0,0,0,0,0,0,0,0,0,0,4.9976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P105-PWY,1657.3559,259.7115,5.9927,170.8882,163.0428,95.5372,0,0,0,1162.5171,1152.922,9033.421,6.3948,224.0784,190.5015,587.2276,208.8197,3450.5912,896.2066,16589.8246,246.7815,235.3002,378.3588,199.6546,1119.9033,0,29.9185,805.645,85.0805,2346.5621,238.3204,213.0201,2038.9365,150.6105,953.7362,58.5991,35.1823,0,653.0056,23.794,621.7263,27.6362,571.9254,299.6658,6540.531,370.4568,1193.6878,238.4294,0,190.7355,11.9495,92.5679,594.367
P108-PWY,15706.1694,29007.8494,18559.9204,10040.0691,21295.7997,16946.9083,29102.0794,20703.8727,32559.0971,29333.9435,23020.3356,28111.4317,23770.8297,16659.8292,20001.6923,29009.2341,25392.4062,14216.2688,37709.0112,41014.9278,24973.2466,27761.2096,23956.8879,16858.3646,21229.0816,32834.8149,13318.0922,20765.5511,5890.0719,20858.2546,14736.7831,16293.5576,22700.7011,10005.4671,15084.4525,24258.1593,8859.3347,35943.1234,10217.8436,25800.7748,14552.4654,20546.6315,27282.688,30739.317,20192.9821,16515.3522,5514.7133,19225.1355,15086.7613,17414.8493,19854.0652,33662.4042,12856.9087
P122-PWY,5163.1794,4275.7027,5925.984,6389.2233,4103.7626,10018.2551,6060.6609,6041.2418,2896.9218,9893.6775,3834.3693,3493.0588,7169.7121,3831.1056,8823.0928,5545.7112,4029.2302,4939.1408,3430.8275,4550.6307,3361.6884,4120.5973,9995.0948,11571.5853,8531.5265,2858.6691,6752.0825,5748.6767,2661.5504,10976.6076,3627.1518,3454.1298,6864.2991,13853.053,19030.3525,6871.0594,2657.5895,2634.3597,8271.7225,10008.5036,3033.8326,2923.9375,2156.6243,2949.4679,6437.1202,6131.9489,5737.4418,9593.1058,6789.6628,3044.8286,4959.8798,3404.8893,8126.6688
P124-PWY,6439.859,5120.2838,8171.2571,7981.2756,5063.5562,13985.0058,7447.6006,7681.093,3440.1515,13674.0902,4552.2163,4078.2156,9487.9623,4662.8146,12116.2473,6666.0783,4759.7357,6759.2866,4092.1871,5336.6635,4136.7816,5004.8134,13119.809,17149.6774,11030.4582,3374.2199,9507.0642,7194.1005,3607.9058,17075.4947,4601.6052,4044.8997,8825.032,21043.5001,26062.9982,8889.6157,3264.9029,3082.2151,12600.5153,12667.984,3728.2776,3487.2974,2520.8005,3446.9686,8140.6156,7651.9093,7028.1911,14095.3722,8608.9699,3652.1274,6222.7887,4039.5822,10629.4515
P125-PWY,204.6565,558.5767,524.578,496.5047,301.8075,420.2972,224.5932,144.2099,450.7556,170.351,1378.1618,1409.696,1574.2349,147.5475,285.7294,177.696,361.0277,183.3483,175.8832,315.8217,320.0467,38.3474,488.808,130.37,119.98,106.2446,230.3127,439.0124,91.163,199.1457,77.7233,357.4014,518.156,1642.0882,802.0501,285.6912,1106.7749,82.6967,511.1677,1037.4347,400.0147,821.09,975.7735,359.617,3688.5168,203.0324,4107.4663,1470.7073,220.9792,32.3987,691.0587,328.4045,528.4862
P161-PWY,30100.2726,37529.1747,33648.2972,31153.3788,31417.8696,41335.9347,45602.2094,33022.9783,30413.8309,26169.2982,24671.8759,37832.073,34966.218,18195.7519,21300.2327,33850.718,28749.7962,27002.505,32361.1232,28931.1371,42948.1768,25108.9901,36879.5049,28368.343,31264.309,31389.3281,29504.2265,30363.8509,12113.6681,31220.7921,31498.4886,33309.4571,20657.5603,40863.3235,39491.8179,22156.9422,35732.7192,30831.599,29491.308,31315.7252,36468.1191,29530.1452,31387.997,35543.242,19277.3218,51733.661,29219.4196,38014.3481,34524.339,41613.0248,34203.8736,31127.6888,37208.1727
P162-PWY,461.0489,1904.4495,1029.7191,742.756,1469.2744,1775.8172,2255.1594,1495.4668,1349.4757,541.7153,4689.7551,1780.5241,827.6481,290.1404,812.9988,1165.2332,2045.4843,1868.6776,1409.8051,1123.0283,444.4443,1683.0949,976.8187,595.674,835.7377,420.2813,1959.0357,1514.5901,219.387,2236.1497,2213.9173,1271.4881,725.5024,1254.2498,615.423,993.6441,1391.1458,2059.1581,1355.5357,905.5039,2536.9205,1153.7464,1828.7713,1081.5214,431.4024,1273.5656,2385.1659,373.1545,686.7379,2125.9243,2717.5269,2220.3876,1715.796
P163-PWY,710.4494,1079.9929,3139.5707,39.8642,1131.7958,1272.0276,1969.5695,506.57,2723.9892,1122.196,4696.8834,657.7052,1673.4549,401.6935,1247.7961,472.738,850.7738,1793.3503,591.9616,1447.704,1200.7248,2009.638,1764.9278,1467.4943,1002.1405,415.6299,854.3224,1366.83,420.5938,1702.4758,294.5708,107.3208,2494.778,1175.8614,908.8001,1746.7061,748.6268,770.528,754.8655,2711.3566,1867.8639,904.2981,764.6239,892.4591,4355.5073,2305.6474,187.869,3382.1588,961.6795,71.7057,1868.8585,890.8034,323.9818
P164-PWY,24564.3242,17561.7234,13382.947,16761.341,13644.654,23123.952,14912.1603,13004.6946,12017.8682,16474.7707,22709.2768,19262.9428,13634.2887,7332.2866,12608.8605,12091.175,15445.7139,14224.5888,18401.6185,17966.2181,12064.4689,10411.5557,23388.3812,9448.9065,15506.137,7491.181,14224.2899,8362.6537,4583.8741,16960.5337,13975.7261,22907.6494,10871.5353,23624.3,16164.9429,8918.0851,22111.5193,9374.2857,11873.3491,19266.6373,16650.2183,17773.4344,14853.0089,19018.1171,13440.0086,27053.4709,23062.2601,17437.6141,14608.0145,15676.7421,19860.247,12318.5562,19574.6663
P184-PWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4481,0,0,0,0,0,0,0,0,0,0,4.4885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P221-PWY,3630.2882,17.9954,4737.1178,2504.8812,5298.7635,8803.9593,4857.8549,1146.0694,2287.3511,2252.1902,1483.5284,4136.1606,4688.8074,1140.8733,699.1967,2719.7254,6253.4762,1026.4763,4591.3658,1063.5322,2408.0846,4378.2701,3913.0775,1798.074,3525.3529,4284.3725,1984.3432,2242.4117,1006.8905,4220.2396,1576.1044,3695.483,367.8495,6391.2208,2928.9666,1462.6681,2989.1672,1719.3223,2247.1098,2198.5619,4670.9494,3237.9318,3373.3404,6964.3069,18173.977,5059.218,41.964,1665.1628,4632.6842,5166.4279,2498.1476,1704.8851,7537.2175
P23-PWY,8366.2473,7332.5791,6383.8565,8130.303,3420.8019,9572.3293,3777.3886,7861.1945,5963.6352,12014.439,4490.7204,8614.6711,3979.8586,7060.7143,4916.5499,8695.8076,6365.3952,3383.2531,4802.5458,17374.9907,3603.0366,3007.106,7167.9093,9209.7588,8665.3103,1144.9564,5166.8873,5347.1963,661.4643,4344.9477,5372.3324,6161.6308,2680.4254,12281.5057,17707.9128,3470.0919,6182.9894,2767.045,12886.4621,9382.1352,6678.2515,1390.9354,1583.3497,1892.4137,11762.9029,6034.2545,7403.4619,6606.0692,8029.9641,4386.3495,6172.3003,2474.9478,11152.5024
P241-PWY,0,0,0,0,443.2306,1854.9414,0,304.5604,0,2381.1141,0,0,0,581.8235,0,0,0,0,0,0,0,0,2124.0037,0,855.8423,0,159.1851,0,110.8357,0,0,0,0,0,3731.9654,238.4716,284.1095,0,1734.7358,0,0,0,0,0,0,26.084,8.5811,0,0,0,0,0,50.0267
P261-PWY,0,15.7434,457.1262,0,681.5856,2265.7959,61.1072,300.3824,23.3328,2189.093,0,67.3143,15.8557,686.9329,0,0,0,35.7621,0,13.6274,0,8.7531,2290.5675,54.5166,866.9409,42.8769,249.4626,2.9856,172.9661,22.5408,0,0,15.5978,0,3280.2729,376.1152,512.4808,6.8674,1866.4136,0,1.9964,91.9076,0,0,37.475,58.3325,18.4904,173.9098,256.2701,0,27.6257,10.7926,110.3527
P281-PWY,0,17.6774,0,15.9721,0.6593,0,0,0,0,0,0,1002.3618,0,38.5383,11.8836,46.6687,0,78.4902,64.861,4.6386,11.707,15.9158,44.2355,17.4856,118.6123,0,0,2.6546,9.2278,287.8744,24.5591,27.7623,19.5603,13.4118,22.4239,0,0,0,2.8962,0,65.6987,0,0,30.5385,24.8276,41.6756,27.2794,11.4094,0,25.7131,0,0,0
P341-PWY,16161.8328,219.536,883.4196,298.9584,3454.0456,5742.669,1056.2061,4791.4864,517.3053,1940.6057,1559.5297,279.2652,2207.0217,1388.7299,3796.6002,2567.6624,284.066,4322.8032,1261.1392,605.976,1584.0448,763.7193,392.1484,611.47,6161.8748,1571.0038,4199.2477,348.5491,990.9154,2423.4602,4393.2184,467.4085,226.7176,7401.0362,5967.5992,269.091,6966.3426,1235.902,2413.151,2537.0157,2784.9854,3885.99,820.8888,72.4532,472.9627,8618.7115,4472.0874,1525.1794,2596.0307,1532.0235,3432.4284,2280.4488,4230.624
P381-PWY,0,40.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.8112,0,0,0,0,0,0,0,0,0,0,0,0,15.6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9823,20.1654,0,0,0,0,0,66.6604,0
P4-PWY,20391.0605,22027.3999,22132.7411,21368.9993,28172.3368,30521.4598,30256.436,20992.2839,25683.8238,22784.7048,21611.3805,25813.9876,21758.7068,14462.5938,24131.2326,23473.0536,20853.0227,19604.2611,20607.3377,28590.6376,29192.5662,25561.455,27823.3744,23923.1522,26279.7391,17439.483,20005.6205,21248.1144,5370.4442,24284.5091,20093.6645,18056.7522,18801.8698,29495.1908,27213.6869,21673.9349,25866.8152,19165.8317,23550.3896,24284.3353,27201.0575,14547.3763,16062.5042,21725.4011,30604.6874,27195.6735,17888.3322,19415.5826,22239.3426,23848.869,22031.3254,18776.4423,25987.4759
P42-PWY,26712.5566,43173.2989,31779.8368,19349.9875,30507.3397,31089.2162,48824.2484,31156.016,46070.8379,41471.1077,33247.9138,42669.093,34407.9746,25277.8676,32217.2347,43890.6853,40435.1432,28240.8978,49783.8085,59521.3365,39735.1279,41164.8682,39107.8239,28406.2414,37731.2367,46804.2049,23475.7394,35291.1945,10895.7244,35847.9312,21959.2088,31938.2005,37305.9485,23639.9548,37909.4508,36433.6914,14166.5445,51680.6293,23214.8853,40084.9278,26413.8823,30111.663,42153.1535,49340.0155,37147.5792,31551.8955,10270.2548,29521.1521,28058.5946,30376.3194,27875.5468,45810.7137,20798.6943
P441-PWY,20157.938,27621.9537,19195.2824,25317.4485,26043.633,29456.3613,31548.9418,18347.3158,24523.5662,22135.7513,26572.4345,34869.1265,19453.3045,15291.1149,17774.1008,26070.6305,27473.5006,18390.4073,26980.0236,29335.3219,31065.2086,22671.2403,28827.2596,17636.1878,19690.4721,8429.5111,20740.4302,15955.0289,6207.9955,24102.666,20036.4852,28499.2395,15357.1796,25149.363,24403.4619,15422.7713,22413.2039,18905.9704,19151.9384,28489.843,29692.3051,20359.1507,18905.5044,26820.3935,18199.2095,33205.0421,21077.1379,16196.0499,21303.6351,26322.3044,19863.7992,24131.5214,26068.1461
P461-PWY,7356.72,6368.7521,9349.9611,12923.2093,13809.882,17893.217,12920.9838,3553.3581,7412.7372,6911.6611,7014.7561,9063.4148,7707.5376,7594.5047,4103.9147,9595.6892,10576.9632,1795.7149,13484.4171,11019.8702,6144.8551,12285.6068,7188.3594,4707.731,7431.7809,11486.0326,4659.7981,5481.5669,1395.8455,9395.6859,4299.4792,15610.2688,2659.3119,10595.3245,7329.8949,5812.6453,5019.2403,5819.0538,7157.677,11268.8747,8480.9938,8828.3182,11244.0203,10685.9695,53435.5851,9815.6692,3930.2491,5976.3961,8613.9733,12008.5503,8421.4041,7795.7852,13080.3785
P562-PWY,2990.0406,2384.538,3561.6366,5108.022,2318.6083,7592.9391,4425.4584,1363.9757,2269.5407,899.2123,5928.731,6719.3064,2792.9275,1939.8902,1576.7426,3698.0853,4852.666,1539.8194,5736.4551,888.0228,1558.1574,4469.7659,3477.9736,1997.2765,2986.6911,3620.3323,1237.7493,1395.9928,529.8673,3590.5185,1543.9907,6161.8163,1315.6322,4102.6092,1800.2658,1276.4603,3756.2648,1809.4661,2051.3933,5512.5905,3079.7802,4014.4175,3989.7417,4064.0941,18201.234,5650.5346,7246.5136,1707.7311,3384.8355,4240.0615,3506.9446,2841.1923,5343.4214
