"","R","P","microbe1","microbe2"
"cor389",0.0447421311792233,0.851423755949893,"Actinomyces","Frisingicoccus"
"cor390",-0.138498871879169,0.56034980873158,"Actinomyces","Fusicatenibacter"
"cor391",-0.064838776628031,0.785943089122303,"Actinomyces","GCA-900066575"
"cor392",-0.155567190557237,0.512515021772538,"Actinomyces","GCA-900066755"
"cor393",-0.1268861140106,0.593980373341924,"Actinomyces","Howardella"
"cor394",0.0885162279184626,0.710564987373715,"Actinomyces","Hungatella"
"cor395",0.184267808816278,0.43674325751359,"Actinomyces","Lachnoclostridium"
"cor396",-0.129173608019186,0.587289481746959,"Actinomyces","Lachnospira"
"cor397",-0.103112104831741,0.665308543385013,"Actinomyces","Lachnospiraceae_AC2044_group"
"cor398",-0.0979551404004229,0.681180884918399,"Actinomyces","Lachnospiraceae_FCS020_group"
"cor399",-0.149955361328939,0.528024856991346,"Actinomyces","Lachnospiraceae_ND3007_group"
"cor400",-0.29058513552464,0.213906749877625,"Actinomyces","Lachnospiraceae_NK4A136_group"
"cor401",-0.153294570597398,0.518769768687864,"Actinomyces","Lachnospiraceae_NK4B4_group"
"cor402",-0.135016959699143,0.570344455780509,"Actinomyces","Lachnospiraceae_UCG-001"
"cor403",-0.107444850393108,0.652077841875187,"Actinomyces","Lachnospiraceae_UCG-002"
"cor404",-0.0306371429691753,0.89797431172593,"Actinomyces","Lachnospiraceae_UCG-003"
"cor405",-0.19823466649985,0.402136992210564,"Actinomyces","Lachnospiraceae_UCG-004"
"cor406",-0.191492165302068,0.418651477701021,"Actinomyces","Lachnospiraceae_UCG-010"
"cor407",0.379036375481098,0.099326933608742,"Actinomyces","Lactonifactor"
"cor408",-0.124128033307523,0.602089778681924,"Actinomyces","Marvinbryantia"
"cor409",-0.24731051136325,0.293151612693977,"Actinomyces","Roseburia"
"cor410",-0.140418319507715,0.55487352958502,"Actinomyces","Sellimonas"
"cor411",-0.187682236588845,0.428141842291755,"Actinomyces","Shuttleworthia"
"cor412",-0.0669993703145073,0.778976996146793,"Actinomyces","Tuzzerella"
"cor413",-0.1078014107397,0.650993407887681,"Actinomyces","Tyzzerella"
"cor414",0.045929462507644,0.847524598652908,"Actinomyces","UC5-1-2E3"
"cor415",-0.232111852671398,0.324755126705665,"Actinomyces","Monoglobus"
"cor416",-0.133446027840667,0.574878985252373,"Actinomyces","Butyricicoccus"
"cor417",-0.126012239044994,0.596544827243918,"Actinomyces","UCG-008"
"cor418",-0.148801305997542,0.53124125270534,"Actinomyces","UCG-009"
"cor419",-0.247780538976199,0.292205454051775,"Actinomyces","Acetanaerobacterium"
"cor420",-0.204183845033634,0.387867329102363,"Actinomyces","Colidextribacter"
"cor421",0.425444272510881,0.061465728620206,"Actinomyces","Flavonifractor"
"cor422",0.700982947564398,0.000575200236971335,"Actinomyces","Intestinimonas"
"cor423",0.16467938857866,0.487802755498014,"Actinomyces","NK4A214_group"
"cor424",0.0685433202021445,0.774008948302589,"Actinomyces","Oscillibacter"
"cor425",-0.150115112063922,0.527580341451018,"Actinomyces","Oscillospira"
"cor426",-0.0996061435681814,0.676084915100238,"Actinomyces","Pseudoflavonifractor"
"cor427",-0.204618777937616,0.386835299852258,"Actinomyces","UCG-002"
"cor428",-0.12119537797768,0.610762083496614,"Actinomyces","UCG-003"
"cor429",-0.108459135861714,0.648994789860371,"Actinomyces","UCG-005"
"cor430",-0.103112104831741,0.665308543385013,"Actinomyces","Hydrogenoanaerobacterium"
"cor431",-0.242629531569,0.302676685491114,"Actinomyces","Anaerofilum"
"cor432",-0.226783455669318,0.336296027375996,"Actinomyces","Anaerotruncus"
"cor433",-0.0573078281948323,0.81034355941687,"Actinomyces","Angelakisella"
"cor434",-0.043814408762369,0.854472682472785,"Actinomyces","CAG-352"
"cor435",-0.218110094071846,0.355589458352839,"Actinomyces","Candidatus_Soleaferrea"
"cor436",-0.0522792928807843,0.826731906023124,"Actinomyces","Caproiciproducens"
"cor437",-0.186687883068274,0.430637408001578,"Actinomyces","DTU089"
"cor438",-0.269826228938538,0.249938338969535,"Actinomyces","Faecalibacterium"
"cor439",-0.10823066063566,0.649688792693509,"Actinomyces","Fournierella"
"cor440",-0.202870755033536,0.390992376072317,"Actinomyces","Incertae_Sedis"
"cor441",-0.227449565174095,0.334840260708895,"Actinomyces","Negativibacillus"
"cor442",-0.153339845648122,0.518644811131348,"Actinomyces","Paludicola"
"cor443",0.00708581542662117,0.976347381461508,"Actinomyces","Phocea"
"cor444",-0.105874365803459,0.656862256939227,"Actinomyces","Pygmaiobacter"
"cor445",-0.246936471409763,0.293905890238233,"Actinomyces","Ruminococcus"
"cor446",-0.29913514184757,0.200118577181627,"Actinomyces","Subdoligranulum"
"cor447",-0.0669958178104511,0.778988436824482,"Actinomyces","UBA1819"
"cor448",-0.114919203285296,0.629489106449061,"Actinomyces","Peptococcus"
"cor449",0.00275952284895174,0.990787601560967,"Actinomyces","Family_XIII_AD3011_group"
"cor450",-0.191640906777219,0.418283280688395,"Actinomyces","Family_XIII_UCG-001"
"cor451",-0.129321590655262,0.586857734930752,"Actinomyces","Intestinibacter"
"cor452",-0.269176119896644,0.251125623444693,"Actinomyces","Romboutsia"
"cor453",-0.0832611875483437,0.727099504033395,"Actinomyces","Terrisporobacter"
"cor454",0.488800981127665,0.0287422630999518,"Actinomyces","Anaerococcus"
"cor455",0.228268286013611,0.333056057352957,"Actinomyces","Acidaminococcus"
"cor456",-0.204683047207053,0.386682928644868,"Actinomyces","Phascolarctobacterium"
"cor457",NA,NA,"Actinomyces","Succiniclasticum"
"cor458",NA,NA,"Actinomyces","Megamonas"
"cor459",NA,NA,"Actinomyces","Mitsuokella"
"cor460",-0.0927740061578905,0.697258580552806,"Actinomyces","Allisonella"
"cor461",-0.148096362547066,0.533210412270761,"Actinomyces","Dialister"
"cor462",0.225279589811958,0.339596345026448,"Actinomyces","Megasphaera"
"cor463",0.131285106766019,0.581141847821199,"Actinomyces","Veillonella"
"cor464",-0.0483533924265536,0.839575164015382,"Actinomyces","Fusobacterium"
"cor465",0.336166180678509,0.147295751161092,"Actinomyces","TM7x"
"cor466",NA,NA,"Actinomyces","Succinivibrio"
"cor467",0.20022432549006,0.397332929813431,"Actinomyces","Ralstonia"
"cor468",NA,NA,"Actinomyces","Comamonas"
"cor469",-0.117341273897154,0.622235430492342,"Actinomyces","Oxalobacter"
"cor470",-0.135766969326768,0.568185046699786,"Actinomyces","Parasutterella"
"cor471",-0.152992339499647,0.51960427987318,"Actinomyces","Sutterella"
"cor472",NA,NA,"Actinomyces","Citrobacter"
"cor473",NA,NA,"Actinomyces","Enterobacter"
"cor474",0.9238841495948,6.16434764444639e-09,"Actinomyces","Escherichia/Shigella"
"cor475",NA,NA,"Actinomyces","Klebsiella"
"cor476",-0.165119072628251,0.486625403970764,"Actinomyces","Haemophilus"
"cor477",-0.103112104831741,0.665308543385013,"Actinomyces","Pseudomonas"
"cor478",NA,NA,"Actinomyces","Cloacibacillus"
"cor479",0.381940082912678,0.0965525758265915,"Actinomyces","Akkermansia"
"cor483",1,2.43353200219516e-142,"Bifidobacterium","Bifidobacterium"
"cor484",NA,NA,"Bifidobacterium","Coriobacteriaceae_UCG-002"
"cor485",0.184572322299632,0.435972474101041,"Bifidobacterium","Collinsella"
"cor486",0.339167535162874,0.143491555704756,"Bifidobacterium","Adlercreutzia"
"cor487",-0.140312453330746,0.555174946855488,"Bifidobacterium","DNF00809"
"cor488",0.0284916843701406,0.905086909573315,"Bifidobacterium","Eggerthella"
"cor489",-0.157293243944142,0.507788684012867,"Bifidobacterium","Enterorhabdus"
"cor490",-0.0427301044472256,0.858038725695901,"Bifidobacterium","Gordonibacter"
"cor491",0.0802509509572439,0.736624066443471,"Bifidobacterium","Senegalimassilia"
"cor492",-0.00421619331247524,0.985925030385484,"Bifidobacterium","Slackia"
"cor493",-0.217531874823726,0.356897907837324,"Bifidobacterium","Bacteroides"
"cor494",-0.1582029114055,0.505306244498236,"Bifidobacterium","Barnesiella"
"cor495",-0.213674453931474,0.365697537012311,"Bifidobacterium","Coprobacter"
"cor496",-0.175784985202029,0.458500772544822,"Bifidobacterium","Butyricimonas"
"cor497",-0.203854348325245,0.388650193954733,"Bifidobacterium","Odoribacter"
"cor498",0.0374688446859703,0.875378294243172,"Bifidobacterium","CAG-873"
"cor499",-0.0528642496489903,0.824821808574117,"Bifidobacterium","Porphyromonas"
"cor500",-0.157293243944142,0.507788684012867,"Bifidobacterium","Alloprevotella"
"cor501",-0.22208600459629,0.346667490107532,"Bifidobacterium","Paraprevotella"
"cor502",-0.175748873578068,0.458594564322609,"Bifidobacterium","Prevotella"
"cor503",-0.157293243944142,0.507788684012867,"Bifidobacterium","Prevotellaceae_NK3B31_group"
"cor504",-0.192141810601293,0.417044617516507,"Bifidobacterium","Alistipes"
"cor505",NA,NA,"Bifidobacterium","Rikenellaceae_RC9_gut_group"
"cor506",-0.24361075148993,0.300664656334582,"Bifidobacterium","Parabacteroides"
"cor507",-0.161523322854362,0.496294856627649,"Bifidobacterium","Bilophila"
"cor508",-0.199321966226112,0.399507758154816,"Bifidobacterium","Desulfovibrio"
"cor509",NA,NA,"Bifidobacterium","Elusimicrobium"
"cor510",NA,NA,"Bifidobacterium","Bacillus"
"cor511",0.0690325382987576,0.772436519163013,"Bifidobacterium","Candidatus_Stoquefichus"
"cor512",-0.157968939457927,0.505944184366355,"Bifidobacterium","Catenibacterium"
"cor513",-0.0640666652289062,0.788436330181558,"Bifidobacterium","Coprobacillus"
"cor514",-0.0550132478540842,0.817812755964067,"Bifidobacterium","Erysipelatoclostridium"
"cor515",0.461959632963498,0.0403079485421105,"Bifidobacterium","Erysipelotrichaceae_UCG-003"
"cor516",-0.160942807492244,0.497864665407974,"Bifidobacterium","Dielma"
"cor517",0.598293955524319,0.00532530668057685,"Bifidobacterium","Faecalicoccus"
"cor518",0.0799115528447324,0.737700294006662,"Bifidobacterium","Faecalitalea"
"cor519",-0.1582451392312,0.505191148818306,"Bifidobacterium","Holdemanella"
"cor520",0.251521420459462,0.284742038596188,"Bifidobacterium","Holdemania"
"cor521",-0.151630556166028,0.523372226501232,"Bifidobacterium","Merdibacter"
"cor522",-0.176578173817494,0.456443125492543,"Bifidobacterium","Solobacterium"
"cor523",-0.319760101067019,0.169337460080933,"Bifidobacterium","Turicibacter"
"cor524",-0.178079663252513,0.45256106950981,"Bifidobacterium","Granulicatella"
"cor525",-0.117788799040426,0.620898807158959,"Bifidobacterium","Enterococcus"
"cor526",-0.066482891648128,0.780640750424462,"Bifidobacterium","Lactobacillus"
"cor527",NA,NA,"Bifidobacterium","Leuconostoc"
"cor528",NA,NA,"Bifidobacterium","Weissella"
"cor529",0.3510143538906,0.129148172448718,"Bifidobacterium","Lactococcus"
"cor530",-0.187459051513938,0.428701307608909,"Bifidobacterium","Streptococcus"
"cor531",0.101842652839479,0.669203334241909,"Bifidobacterium","Gemella"
"cor532",-0.157293243944142,0.507788684012867,"Bifidobacterium","Staphylococcus"
"cor533",0.443197371222157,0.0503277303962248,"Bifidobacterium","Christensenella"
"cor534",-0.317823271621151,0.172080857619354,"Bifidobacterium","Christensenellaceae_R-7_group"
"cor535",0.0148279644310374,0.950526289624478,"Bifidobacterium","Ruminiclostridium"
"cor536",0.113441036560754,0.63393211408914,"Bifidobacterium","Clostridium_sensu_stricto_1"
"cor537",-0.110604562194571,0.642491616421765,"Bifidobacterium","Anaerofustis"
"cor538",-0.15751064588441,0.507194873030264,"Bifidobacterium","Eubacterium"
"cor539",-0.14985038831151,0.528317045326872,"Bifidobacterium","Defluviitaleaceae_UCG-011"
"cor540",0.47412024363093,0.0346897310147342,"Bifidobacterium","Agathobacter"
"cor541",NA,NA,"Bifidobacterium","Anaerosporobacter"
"cor542",-0.104381593047689,0.661421877662788,"Bifidobacterium","Anaerostipes"
"cor543",0.264450380389926,0.259864094754231,"Bifidobacterium","Blautia"
"cor544",-0.12184219397323,0.608845002586887,"Bifidobacterium","CAG-56"
"cor545",-0.00479413183308106,0.983995913399892,"Bifidobacterium","Coprococcus"
"cor546",0.307545017597704,0.187147526040822,"Bifidobacterium","Dorea"
"cor547",0.263242457375738,0.262128158578862,"Bifidobacterium","Eisenbergiella"
"cor548",-0.157293243944142,0.507788684012868,"Bifidobacterium","FD2005"
"cor549",-0.394881130825355,0.0848730601659446,"Bifidobacterium","Frisingicoccus"
"cor550",0.421627725470763,0.0640860460928949,"Bifidobacterium","Fusicatenibacter"
"cor551",-0.268923144300044,0.251588599084782,"Bifidobacterium","GCA-900066575"
"cor552",-0.195061525163224,0.409864045041939,"Bifidobacterium","GCA-900066755"
"cor553",-0.248323017723099,0.29111578509533,"Bifidobacterium","Howardella"
"cor554",0.573578702898532,0.00818970980949856,"Bifidobacterium","Hungatella"
"cor555",-0.0544751723624749,0.819566485588291,"Bifidobacterium","Lachnoclostridium"
"cor556",-0.145605469908152,0.54019525181776,"Bifidobacterium","Lachnospira"
"cor557",-0.0503379782659582,0.833077668924219,"Bifidobacterium","Lachnospiraceae_AC2044_group"
"cor558",-0.173600867134942,0.46419116500783,"Bifidobacterium","Lachnospiraceae_FCS020_group"
"cor559",0.102920679501578,0.665895327999788,"Bifidobacterium","Lachnospiraceae_ND3007_group"
"cor560",-0.141600260493543,0.551513336652704,"Bifidobacterium","Lachnospiraceae_NK4A136_group"
"cor561",-0.0971214537378757,0.683759211528689,"Bifidobacterium","Lachnospiraceae_NK4B4_group"
"cor562",-0.125801892514241,0.597162792580445,"Bifidobacterium","Lachnospiraceae_UCG-001"
"cor563",-0.163902667790587,0.489886024157165,"Bifidobacterium","Lachnospiraceae_UCG-002"
"cor564",-0.157293243944142,0.507788684012868,"Bifidobacterium","Lachnospiraceae_UCG-003"
"cor565",-0.234333728453341,0.320013220887283,"Bifidobacterium","Lachnospiraceae_UCG-004"
"cor566",-0.34773066427321,0.133017425583155,"Bifidobacterium","Lachnospiraceae_UCG-010"
"cor567",-0.154554990864066,0.515296371841408,"Bifidobacterium","Lactonifactor"
"cor568",-0.186299327956032,0.431614670259396,"Bifidobacterium","Marvinbryantia"
"cor569",-0.251989357245257,0.283816830847335,"Bifidobacterium","Roseburia"
"cor570",0.149899256904887,0.528181012124329,"Bifidobacterium","Sellimonas"
"cor571",-0.143578650607104,0.545909429823017,"Bifidobacterium","Shuttleworthia"
"cor572",-0.18508651982674,0.434672567665028,"Bifidobacterium","Tuzzerella"
"cor573",0.174238362584782,0.462526564916742,"Bifidobacterium","Tyzzerella"
"cor574",0.0739193906041392,0.756777124502882,"Bifidobacterium","UC5-1-2E3"
"cor575",-0.248690127061633,0.290379796434268,"Bifidobacterium","Monoglobus"
"cor576",0.0617084328707088,0.796063524791665,"Bifidobacterium","Butyricicoccus"
"cor577",-0.135627018652859,0.568587717859395,"Bifidobacterium","UCG-008"
"cor578",-0.212357653213111,0.368729520219286,"Bifidobacterium","UCG-009"
"cor579",-0.301167252351945,0.196930858115891,"Bifidobacterium","Acetanaerobacterium"
"cor580",-0.183245361854503,0.439336510904587,"Bifidobacterium","Colidextribacter"
"cor581",-0.129435544322978,0.586525360956303,"Bifidobacterium","Flavonifractor"
"cor582",-0.279811495224377,0.23215261627284,"Bifidobacterium","Intestinimonas"
"cor583",-0.103169982247957,0.665131166013664,"Bifidobacterium","NK4A214_group"
"cor584",0.0601803354633163,0.801015396605693,"Bifidobacterium","Oscillibacter"
"cor585",0.105442225248588,0.658181023147948,"Bifidobacterium","Oscillospira"
"cor586",0.190797862412091,0.420372469797313,"Bifidobacterium","Pseudoflavonifractor"
"cor587",-0.217973201064851,0.355898982750273,"Bifidobacterium","UCG-002"
"cor588",-0.256142651536547,0.275686533584498,"Bifidobacterium","UCG-003"
"cor589",-0.159270376618187,0.502400651629619,"Bifidobacterium","UCG-005"
"cor590",-0.146770225869353,0.536923900006572,"Bifidobacterium","Hydrogenoanaerobacterium"
"cor591",-0.278486387567474,0.234464319358683,"Bifidobacterium","Anaerofilum"
"cor592",0.0737495081455086,0.757320004338505,"Bifidobacterium","Anaerotruncus"
"cor593",-0.165797497025204,0.484811529701059,"Bifidobacterium","Angelakisella"
"cor594",0.148909331182917,0.530939797778482,"Bifidobacterium","CAG-352"
"cor595",0.207120397673284,0.380929136200953,"Bifidobacterium","Candidatus_Soleaferrea"
"cor596",-0.0888693660456428,0.70945822767891,"Bifidobacterium","Caproiciproducens"
"cor597",0.441621092374757,0.0512490605443544,"Bifidobacterium","DTU089"
"cor598",-0.145355604073952,0.540898213718535,"Bifidobacterium","Faecalibacterium"
"cor599",-0.215619198949725,0.36124579471108,"Bifidobacterium","Fournierella"
"cor600",0.374731484759022,0.103546309076564,"Bifidobacterium","Incertae_Sedis"
"cor601",-0.231927174891615,0.325151135065345,"Bifidobacterium","Negativibacillus"
"cor602",-0.226183049004553,0.337611384747825,"Bifidobacterium","Paludicola"
"cor603",0.0467609332940306,0.844796099508143,"Bifidobacterium","Phocea"
"cor604",-0.222650679396763,0.345411014304758,"Bifidobacterium","Pygmaiobacter"
"cor605",-0.240677928496166,0.306702773800456,"Bifidobacterium","Ruminococcus"
"cor606",-0.135713913439182,0.568337686355041,"Bifidobacterium","Subdoligranulum"
"cor607",0.128456053084902,0.589384886955416,"Bifidobacterium","UBA1819"
"cor608",-0.0593141696742425,0.803825508676388,"Bifidobacterium","Peptococcus"
"cor609",-0.231833880689605,0.32535129682647,"Bifidobacterium","Family_XIII_AD3011_group"
"cor610",-0.209651797483153,0.375004514342085,"Bifidobacterium","Family_XIII_UCG-001"
"cor611",0.0172973341519406,0.942299405752924,"Bifidobacterium","Intestinibacter"
"cor612",-0.202115673655351,0.392795715171153,"Bifidobacterium","Romboutsia"
"cor613",-0.240103374973545,0.307894203158932,"Bifidobacterium","Terrisporobacter"
"cor614",-0.138182501724847,0.561254719557774,"Bifidobacterium","Anaerococcus"
"cor615",-0.108056078585565,0.650219280126825,"Bifidobacterium","Acidaminococcus"
"cor616",-0.232333360998668,0.324280520367992,"Bifidobacterium","Phascolarctobacterium"
"cor617",NA,NA,"Bifidobacterium","Succiniclasticum"
"cor618",NA,NA,"Bifidobacterium","Megamonas"
"cor619",NA,NA,"Bifidobacterium","Mitsuokella"
"cor620",-0.111937139204697,0.638464870712697,"Bifidobacterium","Allisonella"
"cor621",-0.128953520511735,0.587931846550761,"Bifidobacterium","Dialister"
"cor622",0.0315828138290414,0.894841580961078,"Bifidobacterium","Megasphaera"
"cor623",-0.243848638546915,0.300178089209278,"Bifidobacterium","Veillonella"
"cor624",-0.164013714209591,0.489587915141258,"Bifidobacterium","Fusobacterium"
"cor625",0.536803862881446,0.0146717095249556,"Bifidobacterium","TM7x"
"cor626",NA,NA,"Bifidobacterium","Succinivibrio"
"cor627",-0.237696034108333,0.312916578586051,"Bifidobacterium","Ralstonia"
"cor628",NA,NA,"Bifidobacterium","Comamonas"
"cor629",-0.0723109881396327,0.761921331427636,"Bifidobacterium","Oxalobacter"
"cor630",-0.206756999435754,0.381783939335766,"Bifidobacterium","Parasutterella"
"cor631",0.171289738510193,0.470251339613963,"Bifidobacterium","Sutterella"
"cor632",NA,NA,"Bifidobacterium","Citrobacter"
"cor633",NA,NA,"Bifidobacterium","Enterobacter"
"cor634",-0.089016832652199,0.708996222619839,"Bifidobacterium","Escherichia/Shigella"
"cor635",NA,NA,"Bifidobacterium","Klebsiella"
"cor636",-0.275570697413069,0.239603139212133,"Bifidobacterium","Haemophilus"
"cor637",-0.14746025984147,0.534990164193828,"Bifidobacterium","Pseudomonas"
"cor638",NA,NA,"Bifidobacterium","Cloacibacillus"
"cor639",0.0192154761101319,0.935912815713595,"Bifidobacterium","Akkermansia"
"cor644",NA,NA,"Coriobacteriaceae_UCG-002","Coriobacteriaceae_UCG-002"
"cor645",NA,NA,"Coriobacteriaceae_UCG-002","Collinsella"
"cor646",NA,NA,"Coriobacteriaceae_UCG-002","Adlercreutzia"
"cor647",NA,NA,"Coriobacteriaceae_UCG-002","DNF00809"
"cor648",NA,NA,"Coriobacteriaceae_UCG-002","Eggerthella"
"cor649",NA,NA,"Coriobacteriaceae_UCG-002","Enterorhabdus"
"cor650",NA,NA,"Coriobacteriaceae_UCG-002","Gordonibacter"
"cor651",NA,NA,"Coriobacteriaceae_UCG-002","Senegalimassilia"
"cor652",NA,NA,"Coriobacteriaceae_UCG-002","Slackia"
"cor653",NA,NA,"Coriobacteriaceae_UCG-002","Bacteroides"
"cor654",NA,NA,"Coriobacteriaceae_UCG-002","Barnesiella"
"cor655",NA,NA,"Coriobacteriaceae_UCG-002","Coprobacter"
"cor656",NA,NA,"Coriobacteriaceae_UCG-002","Butyricimonas"
"cor657",NA,NA,"Coriobacteriaceae_UCG-002","Odoribacter"
